,sy_snum,sy_pnum,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
812,1,1,23.2599,0.0188,-0.0189,7.51,0.03,-0.03,5.756,0.026,-0.026,7.32113,0.00018,-0.00018
813,1,5,12.9363,0.0047,-0.0046,7.17,0.03,-0.03,4.793,0.016,-0.016,6.8436699999999995,0.00026000000000000003,-0.00026000000000000003
814,1,5,12.9363,0.0047,-0.0046,7.17,0.03,-0.03,4.793,0.016,-0.016,6.8436699999999995,0.00026000000000000003,-0.00026000000000000003
815,1,5,12.9363,0.0047,-0.0046,7.17,0.03,-0.03,4.793,0.016,-0.016,6.8436699999999995,0.00026000000000000003,-0.00026000000000000003
816,1,5,12.9363,0.0047,-0.0046,7.17,0.03,-0.03,4.793,0.016,-0.016,6.8436699999999995,0.00026000000000000003,-0.00026000000000000003
817,1,5,12.9363,0.0047,-0.0046,7.17,0.03,-0.03,4.793,0.016,-0.016,6.8436699999999995,0.00026000000000000003,-0.00026000000000000003
818,1,1,116.593,0.421,-0.417,6.42794,0.023,-0.023,4.143,0.324,-0.324,6.14049,0.0004479,-0.0004479
819,3,1,34.0883,0.0427,-0.0426,6.75512,0.023,-0.023,5.452000000000001,0.02,-0.02,6.59963,0.000348,-0.000348
820,2,2,36.69117,0.4635,-0.4535,8.65,0.03,-0.03,6.428,0.036000000000000004,-0.036000000000000004,8.37625,0.0008150000000000001,-0.0008150000000000001
821,2,2,41.5504,0.4635,-0.4535,8.6078,0.0459,-0.0459,6.428,0.036000000000000004,-0.021,8.37625,0.0008150000000000001,-0.0008150000000000001
822,3,1,41.8727,0.0949,-0.0944,7.88,0.03,-0.03,6.289,0.021,-0.021,7.71051,0.000205,-0.000205
823,1,1,36.7984,0.0932,-0.0927,8.44,0.03,-0.03,6.584,0.017,-0.017,8.22949,0.000309,-0.000309
824,1,2,81.3795,0.3608,-0.3577,8.7,0.03,-0.03,7.0470000000000015,0.029,-0.029,8.51545,0.00016299999999999998,-0.00016299999999999998
825,1,2,81.3795,0.3608,-0.3577,8.7,0.03,-0.03,7.0470000000000015,0.029,-0.029,8.51545,0.00016299999999999998,-0.00016299999999999998
826,1,1,34.1937,0.0681,-0.0678,7.782999999999999,0.019,-0.019,6.1629999999999985,0.021,-0.021,7.61066,0.00025,-0.00025
827,1,1,24.3358,0.0249,-0.0247,6.87,0.023,-0.023,5.301,0.02,-0.02,6.6830300000000005,0.00031800000000000003,-0.00031800000000000003
828,1,1,22.0158,0.0107,-0.0107,6.55,0.03,-0.03,4.945,0.02,-0.02,6.3757800000000024,0.0003427,-0.0003427
829,1,1,136.308,1.6455,-1.6455,7.83,0.03,-0.03,5.595,0.021,-0.021,7.5739899999999984,0.00021,-0.00021
830,1,1,62.4112,0.0918,-0.0915,8.98,0.03,-0.03,7.2029999999999985,0.026,-0.026,8.77158,0.000217,-0.000217
831,3,1,85.6009,0.3684,-0.3652,8.03,0.03,-0.03,6.7,0.023,-0.023,7.8972,0.000344,-0.000344
832,1,1,52.9051,0.1804,-0.1792,7.69,0.03,-0.03,6.115,0.017,-0.017,7.5297300000000025,0.0003,-0.0003
833,1,2,21.9532,0.0156,-0.0155,6.382999999999999,0.005,-0.005,4.871,0.02,-0.02,6.2103699999999975,0.0005003999999999999,-0.0005003999999999999
834,1,2,21.9532,0.0156,-0.0155,6.382999999999999,0.005,-0.005,4.871,0.02,-0.02,6.2103699999999975,0.0005003999999999999,-0.0005003999999999999
835,1,1,46.8733,0.168,-0.1668,7.89,0.03,-0.03,6.224,0.017,-0.017,7.7,0.00032,-0.00032
836,1,2,34.354,0.0376,-0.0375,8.08,0.03,-0.03,6.316,0.018000000000000002,-0.018000000000000002,7.880160000000001,0.00029,-0.00029
837,1,2,34.354,0.0376,-0.0375,8.08,0.03,-0.03,6.316,0.018000000000000002,-0.018000000000000002,7.880160000000001,0.00029,-0.00029
838,1,1,34.8541,0.0676,-0.0673,8.1,0.03,-0.03,6.263,0.023,-0.023,7.9118,0.000364,-0.000364
839,2,1,29.5529,0.0383,-0.0383,7.91,0.03,-0.03,6.0,0.023,-0.023,7.69533,0.00028399999999999996,-0.00028399999999999996
840,1,2,37.4574,0.0463,-0.0461,7.63,0.03,-0.03,6.005,0.027000000000000003,-0.027000000000000003,7.44897,0.000192,-0.000192
841,1,2,37.4574,0.0463,-0.0461,7.63,0.03,-0.03,6.005,0.027000000000000003,-0.027000000000000003,7.44897,0.000192,-0.000192
842,2,2,54.7841,0.1708,-0.1708,5.9,0.03,-0.03,3.691,0.036000000000000004,-0.036000000000000004,5.6509,0.0010995,-0.0010995
843,2,2,54.7841,0.1708,-0.1708,5.9,0.03,-0.03,3.691,0.036000000000000004,-0.036000000000000004,5.6509,0.0010995,-0.0010995
844,1,2,84.3552,0.456,-0.456,6.11151,0.023,-0.023,4.055,0.29,-0.29,5.83869,0.001059,-0.001059
845,1,2,84.3552,0.456,-0.456,6.11151,0.023,-0.023,4.055,0.29,-0.29,5.83869,0.001059,-0.001059
846,1,1,122.536,1.3035,-1.3035,5.25,0.03,-0.03,2.383,0.252,-0.252,4.88004,0.0033946999999999996,-0.0033946999999999996
847,1,1,537.873,20.155,-20.155,7.51,0.03,-0.03,3.993,0.027000000000000003,-0.027000000000000003,6.98504,0.000277,-0.000277
848,1,1,90.5446,0.2702,-0.2687,8.05,0.03,-0.03,6.449,0.02,-0.02,7.87925,0.000303,-0.000303
849,1,1,204.277,2.4745,-2.4745,8.03,0.03,-0.03,5.61,0.018000000000000002,-0.018000000000000002,7.748769999999999,0.000188,-0.000188
850,1,1,43.0399,0.0769,-0.0766,8.1,0.03,-0.03,6.432,0.016,-0.016,7.9184100000000015,0.00042300000000000004,-0.00042300000000000004
851,1,2,46.2845,0.0557,-0.0555,7.21,0.03,-0.03,5.836,0.016,-0.016,7.0564,0.000241,-0.000241
852,1,2,46.2845,0.0557,-0.0555,7.21,0.03,-0.03,5.836,0.016,-0.016,7.0564,0.000241,-0.000241
853,1,1,31.1664,0.0556,-0.0554,6.8561,0.023,-0.023,5.4670000000000005,0.018000000000000002,-0.018000000000000002,6.69786,0.000459,-0.000459
854,1,2,35.0553,0.0333,-0.0331,8.17,0.03,-0.03,6.3279999999999985,0.018000000000000002,-0.018000000000000002,7.96058,0.000279,-0.000279
855,1,2,35.0553,0.0333,-0.0331,8.17,0.03,-0.03,6.3279999999999985,0.018000000000000002,-0.018000000000000002,7.96058,0.000279,-0.000279
856,1,1,29.9803,0.0424,-0.0423,6.2935099999999995,0.023,-0.023,4.953,0.017,-0.017,6.15257,0.0006094,-0.0006094
857,1,2,121.405,0.7075,-0.7075,8.05,0.03,-0.03,5.699,0.02,-0.02,7.77238,0.00021600000000000002,-0.00021600000000000002
858,1,2,121.405,0.7075,-0.7075,8.05,0.03,-0.03,5.699,0.02,-0.02,7.77238,0.00021600000000000002,-0.00021600000000000002
859,1,1,77.9693,0.1836,-0.1827,7.95,0.03,-0.03,6.591,0.02,-0.02,7.81135,0.000321,-0.000321
860,1,1,219.216,3.483,-3.378,7.604,0.002,-0.002,5.221,0.02,-0.02,7.307689999999999,0.00033,-0.00033
861,1,1,58.1105,0.2209,-0.2209,6.00272,0.023,-0.023,3.826,0.3720000000000001,-0.3720000000000001,5.72695,0.0016237000000000005,-0.0016237000000000005
862,1,1,51.1659,0.0941,-0.0937,8.32,0.03,-0.03,6.893,0.021,-0.021,8.17077,0.00028399999999999996,-0.00028399999999999996
863,1,1,283.502,4.863,-4.863,8.09,0.03,-0.03,5.621,0.016,-0.016,7.79825,0.00031600000000000004,-0.00031600000000000004
864,2,1,89.2721,0.73155,-0.73155,5.44299,0.023,-0.023,2.922,0.3,-0.3,5.1322800000000015,0.0035591,-0.0035591
865,1,2,25.9716,0.1577,-0.1558,4.44,0.03,-0.03,3.355,0.28600000000000003,-0.28600000000000003,4.307930000000002,0.003988,-0.003988
866,1,2,25.9716,0.1577,-0.1558,4.44,0.03,-0.03,3.355,0.28600000000000003,-0.28600000000000003,4.307930000000002,0.003988,-0.003988
867,1,1,10.34,0.09,-0.09,1.1251200000000001,0.023,-0.023,-0.936,0.16,-0.16,6.7183100000000024,0.000529,-0.000529
868,1,2,22.4035,0.0225,-0.0225,6.92035,0.023,-0.023,5.257999999999999,0.016,-0.016,6.7183100000000024,0.000529,-0.000529
869,1,2,22.4035,0.0225,-0.0225,6.92035,0.023,-0.023,5.257999999999999,0.016,-0.016,6.7183100000000024,0.000529,-0.000529
870,1,1,37.6894,0.028,-0.028,9.37,0.03,-0.03,6.997999999999998,0.027000000000000003,-0.027000000000000003,9.05402,0.00044100000000000004,-0.00044100000000000004
871,1,1,32.5376,0.0328,-0.0328,8.1,0.03,-0.03,6.316,0.021,-0.021,7.90983,0.00029,-0.00029
872,1,1,31.5262,0.041,-0.0409,7.71,0.03,-0.03,6.046,0.024,-0.024,7.525810000000001,0.000252,-0.000252
873,1,1,42.358,0.0756,-0.0752,7.72,0.03,-0.03,6.187,0.026,-0.026,7.5609,0.000223,-0.000223
874,3,2,35.1205,0.0395,-0.0394,7.97,0.03,-0.03,6.329,0.027000000000000003,-0.027000000000000003,7.7943,0.00021400000000000002,-0.00021400000000000002
875,3,2,35.1205,0.0395,-0.0394,7.97,0.03,-0.03,6.329,0.027000000000000003,-0.027000000000000003,7.7943,0.00021400000000000002,-0.00021400000000000002
876,1,1,68.1509,2.11345,-2.11345,4.37821,0.023,-0.023,1.4469999999999998,0.308,-0.308,3.97926,0.0070804000000000014,-0.0070804000000000014
877,1,1,53.2817,0.218,-0.2162,8.25,0.03,-0.03,6.66,0.021,-0.021,8.08142,0.000245,-0.000245
878,1,2,76.5217,0.3315,-0.3287,8.05,0.03,-0.03,6.8660000000000005,0.018000000000000002,-0.018000000000000002,7.92235,0.000478,-0.000478
879,1,2,76.5217,0.3315,-0.3287,8.05,0.03,-0.03,6.8660000000000005,0.018000000000000002,-0.018000000000000002,7.92235,0.000478,-0.000478
880,1,1,51.3444,0.1393,-0.1385,8.45,0.03,-0.03,6.876,0.02,-0.02,8.28147,0.00024700000000000004,-0.00024700000000000004
881,1,1,78.4293,0.0963,-0.0962,9.11,0.03,-0.03,7.697,0.027000000000000003,-0.027000000000000003,8.95443,0.000229,-0.000229
882,1,1,60.8447,0.1918,-0.1906,8.2,0.03,-0.03,6.7429999999999986,0.024,-0.024,8.04611,0.00038500000000000003,-0.00038500000000000003
883,1,3,12.5591,0.0097,-0.0096,5.96004,0.023,-0.023,4.165,0.036000000000000004,-0.036000000000000004,5.75392,0.0009726000000000001,-0.0009726000000000001
884,1,3,12.5591,0.0097,-0.0096,5.96004,0.023,-0.023,4.165,0.036000000000000004,-0.036000000000000004,5.75392,0.0009726000000000001,-0.0009726000000000001
885,1,3,12.5591,0.0097,-0.0096,5.96004,0.023,-0.023,4.165,0.036000000000000004,-0.036000000000000004,5.75392,0.0009726000000000001,-0.0009726000000000001
886,1,1,59.182,0.1565,-0.1558,8.667,0.002,-0.002,7.191,0.024,-0.024,8.54261,0.000921,-0.000921
887,1,1,29.276,0.0276,-0.0275,7.17,0.03,-0.03,5.574,0.02,-0.02,6.99211,0.00023500000000000002,-0.00023500000000000002
888,1,1,36.1531,0.0364,-0.0364,8.06,0.03,-0.03,6.229,0.018000000000000002,-0.018000000000000002,7.83743,0.00022999999999999998,-0.00022999999999999998
889,1,1,126.339,1.0915,-1.0915,7.82,0.03,-0.03,5.614,0.018000000000000002,-0.018000000000000002,7.57415,0.00021899999999999998,-0.00021899999999999998
890,1,1,51.8949,0.1451,-0.1442,7.46,0.03,-0.03,5.982,0.024,-0.024,7.3107,0.000199,-0.000199
891,1,1,69.7311,0.1871,-0.1862,8.83,0.03,-0.03,7.216,0.02,-0.02,8.6469,0.00020099999999999998,-0.00020099999999999998
892,1,1,50.4093,0.0729,-0.0726,8.9,0.03,-0.03,7.062,0.023,-0.023,8.67835,0.000215,-0.000215
893,1,2,97.2396,0.3235,-0.3214,8.99,0.03,-0.03,7.302,0.026,-0.026,8.79682,0.000204,-0.000204
894,1,2,97.2396,0.3235,-0.3214,8.99,0.03,-0.03,7.302,0.026,-0.026,8.79682,0.000204,-0.000204
895,1,1,83.3321,0.3702,-0.3702,8.23,0.03,-0.03,5.9620000000000015,0.026,-0.026,7.95707,0.000207,-0.000207
896,1,2,57.603,0.1613,-0.1604,7.61,0.03,-0.03,6.209,0.021,-0.021,7.469339999999999,0.00023500000000000002,-0.00023500000000000002
897,1,2,57.603,0.1613,-0.1604,7.61,0.03,-0.03,6.209,0.021,-0.021,7.469339999999999,0.00023500000000000002,-0.00023500000000000002
898,2,1,38.662,0.065,-0.0648,7.5,0.03,-0.03,6.084,0.029,-0.029,7.34996,0.00028399999999999996,-0.00028399999999999996
899,2,1,29.1158,0.024,-0.024,6.35,0.03,-0.03,5.012,0.02,-0.02,6.21047,0.0004358000000000001,-0.0004358000000000001
900,1,2,85.4321,0.52555,-0.52555,7.84,0.03,-0.03,5.502000000000002,0.024,-0.024,7.5599,0.00018999999999999998,-0.00018999999999999998
901,1,2,85.4321,0.52555,-0.52555,7.84,0.03,-0.03,5.502000000000002,0.024,-0.024,7.5599,0.00018999999999999998,-0.00018999999999999998
902,1,1,78.0505,0.304,-0.3016,8.03,0.03,-0.03,6.662000000000001,0.026,-0.026,7.8959699999999975,0.00023199999999999997,-0.00023199999999999997
903,1,1,60.8831,0.1175,-0.1171,8.16,0.03,-0.03,6.5,0.024,-0.024,7.97348,0.00040199999999999996,-0.00040199999999999996
904,1,1,184.031,1.027,-1.017,7.83,0.03,-0.03,5.252999999999999,0.026,-0.026,7.5144,0.000269,-0.000269
905,1,1,45.935,0.0753,-0.0751,8.63,0.03,-0.03,6.761,0.016,-0.016,8.40992,0.000262,-0.000262
906,1,3,16.9922,0.0072,-0.0072,7.178960000000001,0.023,-0.023,5.159,0.02,-0.02,6.925160000000001,0.000196,-0.000196
907,1,3,16.9922,0.0072,-0.0072,7.178960000000001,0.023,-0.023,5.159,0.02,-0.02,6.925160000000001,0.000196,-0.000196
908,1,3,16.9922,0.0072,-0.0072,7.178960000000001,0.023,-0.023,5.159,0.02,-0.02,6.925160000000001,0.000196,-0.000196
909,2,1,48.9489,0.1776,-0.1763,8.05,0.03,-0.03,6.53,0.017,-0.017,7.8859,0.000364,-0.000364
910,2,1,66.4711,0.1612,-0.1604,9.06,0.03,-0.03,7.316,0.02,-0.02,8.82008,0.000206,-0.000206
911,1,1,109.86,0.8109999999999999,-0.8,9.452,0.003,-0.003,8.017999999999999,0.021,-0.021,9.30733,0.000346,-0.000346
912,1,1,34.4341,0.0777,-0.0773,7.72,0.03,-0.03,6.159,0.021,-0.021,7.55543,0.00032900000000000003,-0.00032900000000000003
913,1,1,85.7183,0.78695,-0.78695,5.39755,0.023,-0.023,3.056,0.35200000000000004,-0.35200000000000004,5.12598,0.0027256999999999997,-0.0027256999999999997
914,1,1,269.126,23.237,-19.865,4.26489,0.023,-0.023,0.779,0.232,-0.232,3.80122,0.007094800000000002,-0.007094800000000002
915,1,1,127.061,1.122,-1.103,7.62,0.03,-0.03,5.452000000000001,0.018000000000000002,-0.018000000000000002,7.380960000000001,0.000204,-0.000204
916,1,2,27.5902,0.0291,-0.029,6.5499300000000025,0.023,-0.023,5.105,0.018000000000000002,-0.018000000000000002,6.38964,0.000646,-0.000646
917,1,2,27.5902,0.0291,-0.029,6.5499300000000025,0.023,-0.023,5.105,0.018000000000000002,-0.018000000000000002,6.38964,0.000646,-0.000646
918,1,1,30.6862,0.0442,-0.0441,8.76,0.03,-0.03,6.504,0.02,-0.02,8.47487,0.000365,-0.000365
919,1,1,40.8991,0.0628,-0.0626,8.23,0.03,-0.03,6.444,0.02,-0.02,8.0265,0.000265,-0.000265
920,2,1,55.4401,0.0961,-0.0957,7.7,0.03,-0.03,6.354,0.021,-0.021,7.56066,0.00018999999999999998,-0.00018999999999999998
921,1,1,33.5225,0.043,-0.0429,8.54,0.03,-0.03,6.4910000000000005,0.023,-0.023,8.29462,0.000452,-0.000452
922,1,1,11.281,0.0052,-0.0052,7.67,0.03,-0.03,4.717,0.021,-0.021,7.18726,0.00034500000000000004,-0.00034500000000000004
923,1,1,44.8264,0.094,-0.0936,7.12,0.03,-0.03,5.784,0.023,-0.023,6.98345,0.000365,-0.000365
924,2,1,103.936,0.557,-0.551,8.73,0.03,-0.03,7.298999999999999,0.024,-0.024,8.58804,0.000648,-0.000648
925,1,2,45.683,0.1053,-0.1048,7.93,0.03,-0.03,6.462999999999999,0.023,-0.023,7.7713,0.000462,-0.000462
926,1,2,45.683,0.1053,-0.1048,7.93,0.03,-0.03,6.462999999999999,0.023,-0.023,7.7713,0.000462,-0.000462
927,1,1,67.8107,0.2753,-0.2731,7.41,0.03,-0.03,6.224,0.023,-0.023,7.28372,0.00037999999999999997,-0.00037999999999999997
928,2,1,37.8619,0.0543,-0.0541,6.331,0.008,-0.008,5.169,0.02,-0.02,6.2242,0.0006538,-0.0006538
929,1,1,209.83900000000003,1.96,-1.925,7.47,0.03,-0.03,5.038,0.018000000000000002,-0.018000000000000002,7.17997,0.00026000000000000003,-0.00026000000000000003
930,3,1,73.58352,8.554960000000001,-8.554960000000001,8.07,0.03,-0.03,6.5360000000000005,0.018000000000000002,-0.018000000000000002,7.9295,0.001505,-0.001505
931,1,1,18.2912,0.0125,-0.0124,7.56,0.03,-0.03,5.314,0.02,-0.02,7.27194,0.000226,-0.000226
932,1,1,73.6123,0.3053,-0.3029,8.01852,0.023,-0.023,6.199,0.017,-0.017,7.80979,0.000489,-0.000489
933,1,1,32.0104,0.0528,-0.0526,7.025689999999999,0.023,-0.023,5.564,0.026,-0.026,6.86817,0.000339,-0.000339
934,1,1,132.345,0.8079999999999999,-0.799,9.38,0.03,-0.03,7.721,0.018000000000000002,-0.018000000000000002,9.21702,0.00031,-0.00031
935,2,1,38.6364,0.108,-0.1074,5.7346900000000005,0.023,-0.023,4.454,0.021,-0.021,5.60551,0.0011839,-0.0011839
936,1,1,21.9496,0.017,-0.0169,6.92,0.03,-0.03,5.245,0.024,-0.024,6.739510000000001,0.000212,-0.000212
937,1,1,81.4893,0.3063,-0.3042,8.4,0.03,-0.03,6.744,0.027000000000000003,-0.027000000000000003,8.229230000000001,0.000197,-0.000197
938,1,2,34.6538,0.0597,-0.0596,7.31637,0.023,-0.023,5.721,0.02,-0.02,7.139289999999999,0.000293,-0.000293
939,1,2,34.6538,0.0597,-0.0596,7.31637,0.023,-0.023,5.721,0.02,-0.02,7.139289999999999,0.000293,-0.000293
940,1,1,43.5339,0.0664,-0.0662,7.03,0.03,-0.03,5.517,0.018000000000000002,-0.018000000000000002,6.85987,0.000167,-0.000167
941,1,1,28.5159,0.0397,-0.0397,8.3,0.03,-0.03,6.1320000000000014,0.021,-0.021,8.042060000000001,0.000275,-0.000275
942,1,2,50.3503,0.3538,-0.349,8.35,0.03,-0.03,6.851,0.023,-0.023,8.2095,0.000651,-0.000651
943,1,2,50.3503,0.3538,-0.349,8.35,0.03,-0.03,6.851,0.023,-0.023,8.2095,0.000651,-0.000651
944,1,1,98.1609,0.6436,-0.6436,7.6,0.03,-0.03,5.2,0.017,-0.017,7.302410000000001,0.0004940000000000001,-0.0004940000000000001
945,1,1,86.2279,0.2443,-0.2431,7.36,0.03,-0.03,6.789,0.021,-0.021,7.30915,0.000269,-0.000269
946,1,2,136.957,1.955,-1.955,7.92,0.03,-0.03,5.626,0.018000000000000002,-0.018000000000000002,7.66056,0.000335,-0.000335
947,1,2,136.957,1.955,-1.955,7.92,0.03,-0.03,5.626,0.018000000000000002,-0.018000000000000002,7.66056,0.000335,-0.000335
948,1,1,676.579,45.1145,-45.1145,8.15,0.03,-0.03,5.022,0.018000000000000002,-0.018000000000000002,7.72111,0.000404,-0.000404
949,1,1,36.9941,0.0689,-0.0687,8.62,0.03,-0.03,6.591,0.018000000000000002,-0.018000000000000002,8.38213,0.000279,-0.000279
950,1,1,72.2195,0.1792,-0.1784,9.955,0.006999999999999999,-0.006999999999999999,7.956,0.026,-0.026,9.65278,0.000269,-0.000269
951,1,1,140.065,1.3259999999999998,-1.3259999999999998,8.21,0.03,-0.03,6.05,0.031,-0.031,7.9699100000000005,0.000471,-0.000471
952,1,1,587.659,25.455,-25.455,7.40521,0.023,-0.023,3.911,0.036000000000000004,-0.036000000000000004,6.88245,0.000324,-0.000324
953,2,1,85.3006,0.4163,-0.4123,8.09,0.03,-0.03,6.5539999999999985,0.036000000000000004,-0.036000000000000004,7.928489999999999,0.000462,-0.000462
954,1,1,396.082,14.9565,-14.9565,8.57,0.03,-0.03,6.015,0.02,-0.02,8.273769999999999,0.000352,-0.000352
955,1,1,183.857,1.331,-1.3130000000000002,8.44,0.03,-0.03,5.941,0.029,-0.029,8.33867,0.000575,-0.000575
956,1,1,21.5618,0.0254,-0.0253,7.76,0.03,-0.03,5.734,0.018000000000000002,-0.018000000000000002,7.5136,0.000389,-0.000389
957,1,1,113.704,0.578,-0.578,8.05,0.03,-0.03,5.813,0.023,-0.023,7.7907899999999985,0.000259,-0.000259
958,1,1,42.1727,0.0878,-0.0875,8.0,0.03,-0.03,6.419,0.021,-0.021,7.828889999999999,0.000231,-0.000231
959,2,1,32.4459,0.0646,-0.0644,7.93,0.03,-0.03,6.028,0.017,-0.017,7.754460000000001,0.000508,-0.000508
960,1,1,54.7901,0.1672,-0.1662,9.1,0.03,-0.03,7.162000000000001,0.024,-0.024,8.86823,0.00020099999999999998,-0.00020099999999999998
961,2,1,18.2038,0.0581,-0.0577,7.56727,0.023,-0.023,5.256,0.017,-0.017,7.26005,0.000411,-0.000411
962,1,2,146.6,1.122,-1.122,7.65,0.03,-0.03,5.335,0.016,-0.016,7.37747,0.000206,-0.000206
963,1,2,146.6,1.122,-1.122,7.65,0.03,-0.03,5.335,0.016,-0.016,7.37747,0.000206,-0.000206
964,1,1,78.6381,0.7437,-0.7437,5.64,0.03,-0.03,2.994,0.232,-0.232,5.2861400000000005,0.0022738000000000003,-0.0022738000000000003
965,1,1,23.6434,0.0243,-0.0242,10.56,0.03,-0.03,7.1389999999999985,0.02,-0.02,9.93207,0.000492,-0.000492
966,1,1,105.18,0.8109999999999999,-0.8109999999999999,5.62,0.03,-0.03,3.292,0.25,-0.25,5.36073,0.0016350000000000002,-0.0016350000000000002
967,1,1,58.9582,0.1187,-0.1183,9.61,0.03,-0.03,7.652,0.016,-0.016,9.387981,0.000241,-0.000241
968,2,1,66.3361,0.1917,-0.1906,9.18,0.03,-0.03,7.499,0.021,-0.021,9.003861,0.00025,-0.00025
969,2,1,62.4491,0.1831,-0.182,10.19,0.03,-0.03,8.029,0.021,-0.021,9.932080000000001,0.00034700000000000003,-0.00034700000000000003
970,1,1,23.371,0.0185,-0.0184,10.25,0.03,-0.03,6.7360000000000015,0.018000000000000002,-0.018000000000000002,9.598930000000001,0.000526,-0.000526
971,1,3,50.48,0.1156,-0.1151,8.520000999999999,0.03,-0.03,6.8279999999999985,0.021,-0.021,8.33307,0.00041500000000000017,-0.00041500000000000017
972,1,3,50.48,0.1156,-0.1151,8.520000999999999,0.03,-0.03,6.8279999999999985,0.021,-0.021,8.33307,0.00041500000000000017,-0.00041500000000000017
973,1,3,50.48,0.1156,-0.1151,8.520000999999999,0.03,-0.03,6.8279999999999985,0.021,-0.021,8.33307,0.00041500000000000017,-0.00041500000000000017
974,1,1,33.1562,0.0641,-0.0638,9.01,0.03,-0.03,6.674,0.026,-0.026,8.70829,0.000356,-0.000356
975,1,2,17.7886,0.0095,-0.0095,9.75,0.1,-0.1,6.169,0.021,-0.021,9.085280000000001,0.000271,-0.000271
976,1,2,17.7886,0.0095,-0.0095,9.75,0.1,-0.1,6.169,0.021,-0.021,9.085280000000001,0.000271,-0.000271
977,1,5,106.289,0.6759999999999999,-0.6679999999999999,8.93,0.03,-0.03,7.722,0.031,-0.031,8.80998,0.000389,-0.000389
978,1,5,106.289,0.6759999999999999,-0.6679999999999999,8.93,0.03,-0.03,7.722,0.031,-0.031,8.80998,0.000389,-0.000389
979,1,5,106.289,0.6759999999999999,-0.6679999999999999,8.93,0.03,-0.03,7.722,0.031,-0.031,8.80998,0.000389,-0.000389
980,1,5,106.289,0.6759999999999999,-0.6679999999999999,8.93,0.03,-0.03,7.722,0.031,-0.031,8.80998,0.000389,-0.000389
981,1,5,106.289,0.6759999999999999,-0.6679999999999999,8.93,0.03,-0.03,7.722,0.031,-0.031,8.80998,0.000389,-0.000389
982,1,1,21.0974,0.0178,-0.0178,10.06,0.03,-0.03,6.533,0.017,-0.017,9.378260000000001,0.0004440000000000001,-0.0004440000000000001
983,1,1,10.5298,0.0043,-0.0043,8.99,0.1,-0.1,5.2,0.024,-0.024,8.22861,0.00046699999999999997,-0.00046699999999999997
984,1,2,51.6026,0.1043,-0.1039,10.16,0.03,-0.03,7.669,0.02,-0.02,9.80235,0.000248,-0.000248
985,1,2,51.6026,0.1043,-0.1039,10.16,0.03,-0.03,7.669,0.02,-0.02,9.80235,0.000248,-0.000248
986,1,2,18.7168,0.0164,-0.0164,10.38,0.1,-0.1,6.62,0.02,-0.02,9.64076,0.00040199999999999996,-0.00040199999999999996
987,1,2,18.7168,0.0164,-0.0164,10.38,0.1,-0.1,6.62,0.02,-0.02,9.64076,0.00040199999999999996,-0.00040199999999999996
988,1,3,25.8618,0.0337,-0.0335,8.97,0.03,-0.03,6.2860000000000005,0.021,-0.021,8.570689999999999,0.000434,-0.000434
989,1,3,25.8618,0.0337,-0.0335,8.97,0.03,-0.03,6.2860000000000005,0.021,-0.021,8.570689999999999,0.000434,-0.000434
990,1,3,25.8618,0.0337,-0.0335,8.97,0.03,-0.03,6.2860000000000005,0.021,-0.021,8.570689999999999,0.000434,-0.000434
991,1,1,156.45600000000005,0.6995,-0.6995,6.86,0.03,-0.03,4.4060000000000015,0.016,-0.016,6.56453,0.00018999999999999998,-0.00018999999999999998
992,2,1,61.7856,0.0806,-0.0804,11.0,0.03,-0.03,8.29,0.025,-0.025,10.5895,0.000446,-0.000446
993,1,2,61.7804,0.1065,-0.1062,9.38,0.03,-0.03,7.5779999999999985,0.017,-0.017,9.151010000000001,0.000198,-0.000198
994,1,2,61.7804,0.1065,-0.1062,9.38,0.03,-0.03,7.5779999999999985,0.017,-0.017,9.151010000000001,0.000198,-0.000198
995,1,1,108.875,0.753,-0.742,7.01,0.03,-0.03,6.771,0.018000000000000002,-0.018000000000000002,6.98273,0.000301,-0.000301
996,1,1,150.292,0.65,-0.644,6.75,0.03,-0.03,4.453,0.023,-0.023,6.48224,0.0001682,-0.0001682
997,1,1,127.28,1.105,-1.087,9.79,0.03,-0.03,8.164,0.026,-0.026,9.632610000000001,0.002283,-0.002283
998,1,1,116.046,0.65,-0.65,6.43,0.03,-0.03,4.1960000000000015,0.036000000000000004,-0.036000000000000004,6.17087,0.0006952999999999999,-0.0006952999999999999
999,1,2,64.1181,0.1748,-0.1748,6.17,0.03,-0.03,3.751,0.236,-0.236,5.89329,0.0009089,-0.0009089
1000,1,2,64.1181,0.1748,-0.1748,6.17,0.03,-0.03,3.751,0.236,-0.236,5.89329,0.0009089,-0.0009089
1001,2,1,24.0572,0.02475,-0.02475,10.421,0.067,-0.067,6.79,0.027000000000000003,-0.027000000000000003,9.69796,0.00043099999999999996,-0.00043099999999999996
1002,1,1,32.3311,0.0521,-0.0519,10.53,0.03,-0.03,7.242000000000001,0.021,-0.021,9.95835,0.00046100000000000004,-0.00046100000000000004
1003,1,1,78.6562,0.256,-0.256,7.05,0.03,-0.03,4.6389999999999985,0.016,-0.016,6.752339999999999,0.000227,-0.000227
