,sy_snum,sy_pnum,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
0,2,1,93.1846,1.9238,-1.9238,4.72307,0.023,-0.023,2.282,0.34600000000000003,-0.34600000000000003,4.44038,0.0038479,-0.0038479
1,1,1,125.321,1.9765,-1.9765,5.013,0.005,-0.005,1.939,0.27,-0.27,4.5621599999999995,0.0039035,-0.0039035
2,1,1,75.4392,0.7140000000000001,-0.7140000000000001,5.231330000000002,0.023,-0.023,2.331,0.24,-0.24,4.91781,0.0028261999999999996,-0.0028261999999999996
3,1,1,17.9323,0.0073,-0.0073,6.61935,0.023,-0.023,4.714,0.016,-0.016,6.382999999999999,0.0003512,-0.0003512
4,3,1,21.1397,0.011,-0.0111,6.215,0.016,-0.016,4.651,0.016,-0.016,6.06428,0.0006029,-0.0006029
5,2,1,76.222,0.6217,-0.6217,5.51048,0.023,-0.023,3.366,0.204,-0.204,5.27476,0.0026539000000000003,-0.0026539000000000003
6,1,1,139.135,1.332,-1.307,12.618,0.069,-0.069,8.916,0.021,-0.021,12.0572,0.002275,-0.002275
7,1,1,95.9863,0.63685,-0.63685,5.59,0.001,-0.001,3.159,0.28,-0.28,5.3339,0.0019998,-0.0019998
8,1,2,72.0691,0.6854,-0.6728,6.4535,0.023,-0.023,4.285,0.016,-0.016,6.20374,0.0004976,-0.0004976
9,1,2,72.0691,0.6854,-0.6728,6.4535,0.023,-0.023,4.285,0.016,-0.016,6.20374,0.0004976,-0.0004976
10,2,1,47.2,3.1,-3.1,15.788,0.275,-0.275,9.237001,0.022,-0.022,12.9025,0.001151,-0.001151
11,1,1,33.8281,0.0864,-0.086,14.244000000000002,0.07400000000000001,-0.07400000000000001,9.198,0.026,-0.026,12.9025,0.001151,-0.001151
12,1,1,40.0896412,0.19404960000000002,-0.19404960000000002,20.15,0.19,-0.215,10.404000000000002,0.025,-0.025,15.0123,0.000624,-0.000624
13,1,1,120.42398700000001,5.4783417000000005,-5.4783417000000005,20.15,0.19,-0.215,13.161,0.025,-0.025,18.9668,0.006833,-0.006833
14,1,1,64.308,0.6569,-0.644,20.15,0.19,-0.215,11.945,0.026,-0.026,17.4076,0.002154,-0.002154
15,2,1,396.332,6.3885,-6.3885,12.651,0.215,-0.215,12.955,0.029,-0.029,12.1376,0.0036869999999999997,-0.0036869999999999997
16,1,1,33.1156898,0.4759327999999999,-0.4759327999999999,12.368,0.057,-0.057,11.826,0.031,-0.031,17.3961,0.004861,-0.004861
17,1,1,69.5737,0.1592,-0.1585,12.368,0.057,-0.057,9.148,0.018000000000000002,-0.018000000000000002,11.9484,0.000737,-0.000737
18,4,1,44.657,0.1039,-0.1034,7.09209,0.023,-0.023,5.822,0.021,-0.021,6.96085,0.000512,-0.000512
19,1,1,73.4603,1.18605,-1.18605,4.5801,0.023,-0.023,1.734,0.218,-0.218,4.23773,0.0047288,-0.0047288
20,2,1,90.6545,1.3227,-1.3227,4.8262,0.023,-0.023,2.085,0.21600000000000005,-0.21600000000000005,4.43216,0.0062380000000000005,-0.0062380000000000005
21,1,3,13.7967,0.0289,-0.0289,5.033519999999998,0.023,-0.023,3.75,0.34,-0.34,4.878369999999999,0.0038294000000000006,-0.0038294000000000006
22,1,3,13.7967,0.0289,-0.0289,5.033519999999998,0.023,-0.023,3.75,0.34,-0.34,4.878369999999999,0.0038294000000000006,-0.0038294000000000006
23,1,3,13.7967,0.0289,-0.0289,5.033519999999998,0.023,-0.023,3.75,0.34,-0.34,4.878369999999999,0.0038294000000000006,-0.0038294000000000006
24,3,1,29.7575,0.1213,-0.1203,5.21149,0.023,-0.023,4.537,0.024,-0.024,5.15806,0.0023075,-0.0023075
25,1,1,15.4614,0.0297,-0.0297,5.45309,0.023,-0.023,3.911,0.021,-0.021,5.28647,0.002768,-0.002768
26,2,5,12.5855,0.0124,-0.0123,5.95084,0.023,-0.023,4.015,0.036000000000000004,-0.036000000000000004,5.72973,0.0008523,-0.0008523
27,2,5,12.5855,0.0124,-0.0123,5.95084,0.023,-0.023,4.015,0.036000000000000004,-0.036000000000000004,5.72973,0.0008523,-0.0008523
28,2,5,12.5855,0.0124,-0.0123,5.95084,0.023,-0.023,4.015,0.036000000000000004,-0.036000000000000004,5.72973,0.0008523,-0.0008523
29,2,5,12.5855,0.0124,-0.0123,5.95084,0.023,-0.023,4.015,0.036000000000000004,-0.036000000000000004,5.72973,0.0008523,-0.0008523
30,2,5,12.5855,0.0124,-0.0123,5.95084,0.023,-0.023,4.015,0.036000000000000004,-0.036000000000000004,5.72973,0.0008523,-0.0008523
31,1,1,54.6599,0.2734,-0.2734,5.873069999999999,0.023,-0.023,3.701,0.3,-0.3,5.60686,0.001085,-0.001085
32,1,3,8.50332,0.01737,-0.0173,4.6955,0.0462,-0.0462,2.9560000000000004,0.236,-0.236,4.54052,0.0055701,-0.0055701
33,1,3,8.50332,0.01737,-0.0173,4.6955,0.0462,-0.0462,2.9560000000000004,0.236,-0.236,4.54052,0.0055701,-0.0055701
34,1,3,8.50332,0.01737,-0.0173,4.6955,0.0462,-0.0462,2.9560000000000004,0.236,-0.236,4.54052,0.0055701,-0.0055701
35,1,2,19.8101,0.1648,-0.1648,3.95,0.03,-0.03,1.564,0.252,-0.252,3.6785300000000003,0.0041348,-0.0041348
36,1,2,19.8101,0.1648,-0.1648,3.95,0.03,-0.03,1.564,0.252,-0.252,3.6785300000000003,0.0041348,-0.0041348
37,1,1,17.9011,0.056,-0.0557,4.9680800000000005,0.023,-0.023,3.5,0.294,-0.294,4.76178,0.0044158,-0.0044158
38,2,1,82.9613,0.72365,-0.72365,5.3532,0.023,-0.023,3.207,0.272,-0.272,5.0934300000000015,0.0039324,-0.0039324
39,1,1,162.55200000000005,0.6509999999999999,-0.6459999999999999,6.83295,0.023,-0.023,4.515,0.02,-0.02,6.558960000000001,0.00023700000000000001,-0.00023700000000000001
40,1,1,101.26,1.222,-1.222,5.64307,0.023,-0.023,3.266,0.258,-0.258,5.37588,0.0031065000000000003,-0.0031065000000000003
41,3,1,44.0304,0.51325,-0.51325,4.23946,0.023,-0.023,1.597,0.236,-0.236,3.9531099999999997,0.008843,-0.008843
42,1,1,50.0475,0.0735,-0.0733,9.13,0.03,-0.03,6.981,0.024,-0.024,8.8378,0.001332,-0.001332
43,1,1,9.7221,0.004625,-0.004625,8.81,0.1,-0.1,4.529,0.02,-0.02,7.8403800000000015,0.000731,-0.000731
44,1,1,1070.63,63.875,-63.875,9.577,0.008,-0.008,6.021,0.021,-0.021,8.9977,0.000292,-0.000292
45,1,1,49.352,0.0846,-0.0844,9.78,0.03,-0.03,7.336,0.023,-0.023,9.35108,0.00025299999999999997,-0.00025299999999999997
46,1,1,768.045,45.038,-45.038,10.41,0.01,-0.01,7.718,0.017,-0.017,9.9918,0.000458,-0.000458
47,1,1,426.42,6.44,-6.44,9.01,0.03,-0.03,6.525,0.016,-0.016,8.7178,0.000291,-0.000291
48,1,2,1539.71,189.925,-189.925,9.743,0.008,-0.008,6.42,0.021,-0.021,9.22684,0.000442,-0.000442
49,1,2,1539.71,189.925,-189.925,9.743,0.008,-0.008,6.42,0.021,-0.021,9.22684,0.000442,-0.000442
50,1,1,1322.51,80.535,-80.535,9.367,0.008,-0.008,6.169,0.027000000000000003,-0.027000000000000003,8.91613,0.000468,-0.000468
51,1,1,179.46099999999996,1.257,-1.24,10.849,0.012,-0.012,9.368,0.018000000000000002,-0.018000000000000002,10.8644,0.00024900000000000004,-0.00024900000000000004
52,1,1,871.493,43.849,-43.849,9.139,0.004,-0.004,5.904,0.018000000000000002,-0.018000000000000002,8.65569,0.000365,-0.000365
53,1,1,666.5889999999998,21.5335,-21.5335,8.69,0.03,-0.03,5.645,0.017,-0.017,8.264489999999999,0.0007610000000000001,-0.0007610000000000001
54,1,1,442.042,7.654,-7.654,9.381,0.005,-0.005,6.5710000000000015,0.021,-0.021,9.02851,0.00023500000000000002,-0.00023500000000000002
55,1,2,20.2695,0.022,-0.0218,9.7,0.03,-0.03,6.305,0.018000000000000002,-0.018000000000000002,9.10677,0.000602,-0.000602
56,1,2,20.2695,0.022,-0.0218,9.7,0.03,-0.03,6.305,0.018000000000000002,-0.018000000000000002,9.10677,0.000602,-0.000602
57,1,2,41.3342,0.0685,-0.0682,9.86,0.03,-0.03,7.322999999999999,0.021,-0.021,9.50331,0.00041799999999999997,-0.00041799999999999997
58,1,2,41.3342,0.0685,-0.0682,9.86,0.03,-0.03,7.322999999999999,0.021,-0.021,9.50331,0.00041799999999999997,-0.00041799999999999997
59,1,1,84.4069,0.3537,-0.3508,10.013,0.006999999999999999,-0.006999999999999999,8.124,0.026,-0.026,9.83981,0.000607,-0.000607
60,1,2,27.1665,0.0346,-0.0346,10.03,0.03,-0.03,6.867000000000001,0.024,-0.024,9.48511,0.000518,-0.000518
61,1,2,27.1665,0.0346,-0.0346,10.03,0.03,-0.03,6.867000000000001,0.024,-0.024,9.48511,0.000518,-0.000518
62,1,1,925.214,41.21100000000001,-41.21100000000001,10.038,0.009000000000000001,-0.009000000000000001,7.151,0.023,-0.023,9.699710000000001,0.000337,-0.000337
63,1,1,34.4603,0.0929,-0.0924,9.62,0.03,-0.03,6.914,0.024,-0.024,9.20112,0.0005139999999999999,-0.0005139999999999999
64,1,1,23.1,2.4,-2.4,13.642,0.172,-0.172,10.703,0.023,-0.023,17.2934,0.001396,-0.001396
65,1,1,190.374,6.647,-6.22,13.642,0.172,-0.172,10.703,0.023,-0.023,17.2934,0.001396,-0.001396
66,1,1,157.998,1.198,-1.18,13.642,0.172,-0.172,7.792999999999998,0.02,-0.02,12.1454,0.011866,-0.011866
67,1,1,190.72,0.778,-0.7709999999999999,12.335,0.069,-0.069,8.661,0.021,-0.021,11.7733,0.0047009999999999994,-0.0047009999999999994
68,1,1,787.909,23.491,-23.491,13.623,0.114,-0.114,12.149,0.027000000000000003,-0.027000000000000003,13.457,0.00047699999999999994,-0.00047699999999999994
69,1,1,338.386,3.9865,-3.9865,15.293,0.13699999999999998,-0.13699999999999998,11.782,0.021,-0.021,14.6645,0.00032900000000000003,-0.00032900000000000003
70,1,1,655.0369999999998,24.947,-23.209,12.897,0.114,-0.114,11.248,0.022,-0.022,12.841,0.000336,-0.000336
71,1,1,1126.37,55.745,-55.745,15.588,0.183,-0.183,13.557,0.042,-0.042,15.3453,0.0007700000000000001,-0.0007700000000000001
72,1,1,1148.93,62.12,-56.15,15.005,0.297,-0.297,13.376,0.039,-0.039,14.9147,0.0005,-0.0005
73,1,1,1744.6,173.03,-144.9,15.932,0.206,-0.206,13.806,0.053,-0.053,15.8116,0.000769,-0.000769
74,1,1,732.409,35.344,-32.282,16.052,0.217,-0.217,12.847,0.037000000000000005,-0.037000000000000005,15.6507,0.000998,-0.000998
75,1,1,1176.12,57.17,-52.19,16.29,0.32,-0.32,12.472,0.054000000000000006,-0.054000000000000006,15.4368,0.000524,-0.000524
76,1,1,764.8889999999999,27.614,-25.784,14.868,0.172,-0.172,13.014,0.03,-0.03,14.8009,0.0012109999999999998,-0.0012109999999999998
77,1,1,790.663,26.737,-25.071,14.135,0.149,-0.149,11.837,0.024,-0.024,13.7831,0.000558,-0.000558
78,2,1,213.283,2.485,-2.43,12.515999999999998,0.092,-0.092,10.31,0.031,-0.031,12.2489,0.0009109999999999999,-0.0009109999999999999
79,1,2,844.061,24.171,-22.883000000000006,14.63,0.092,-0.092,12.513,0.029,-0.029,14.4686,0.000412,-0.000412
80,1,2,844.061,24.171,-22.883000000000006,14.63,0.092,-0.092,12.513,0.029,-0.029,14.4686,0.000412,-0.000412
81,1,1,1398.8341969,286.4501849,-286.4501849,16.058,0.435,-0.435,13.813,0.054000000000000006,-0.054000000000000006,15.8558,0.001968,-0.001968
82,1,1,627.158,11.187,-10.808,13.82,0.114,-0.114,11.988,0.026,-0.026,13.7305,0.000304,-0.000304
83,1,1,1060.97,45.47,-41.94,15.675,0.206,-0.206,12.364,0.032,-0.032,15.0681,0.00040899999999999997,-0.00040899999999999997
84,1,2,591.555,16.043,-15.232,15.383,0.114,-0.114,12.924,0.024,-0.024,15.1801,0.0006309999999999999,-0.0006309999999999999
85,1,2,591.555,16.043,-15.232,15.383,0.114,-0.114,12.924,0.024,-0.024,15.1801,0.0006309999999999999,-0.0006309999999999999
86,1,1,1103.48,44.28,-41.05,14.79,0.172,-0.172,12.845999999999998,0.031,-0.031,14.711,0.000339,-0.000339
87,1,1,1045.18,69.26,-61.036,15.861,0.195,-0.195,13.261,0.034,-0.034,15.4682,0.0016829999999999998,-0.0016829999999999998
88,1,1,1010.28,69.26,-61.036,15.774,0.103,-0.103,12.985,0.033,-0.033,15.3902,0.000615,-0.000615
89,1,1,766.183,14.685,-14.152,13.783,0.069,-0.069,11.032,0.025,-0.025,13.4119,0.000393,-0.000393
90,1,1,806.507,44.027,-39.76,15.408,0.126,-0.126,13.048,0.031,-0.031,15.2394,0.000532,-0.000532
91,1,1,768.7710000000002,30.791,-28.545,13.448,0.069,-0.069,11.618,0.034,-0.034,13.2188,0.000298,-0.000298
92,1,1,1032.23,48.57,-44.467,15.571,0.126,-0.126,13.562,0.045,-0.045,15.413,0.000666,-0.000666
93,1,1,2005.76,169.79,-145.71,15.479,0.309,-0.309,13.425999999999998,0.038,-0.038,15.4655,0.0008089999999999999,-0.0008089999999999999
94,1,1,726.4119999999998,15.181,-14.582,13.652,0.092,-0.092,12.288,0.03,-0.03,13.5613,0.000354,-0.000354
95,1,1,882.472,25.62,-25.62,14.043,0.149,-0.149,12.546,0.026,-0.026,13.9021,0.00041799999999999997,-0.00041799999999999997
96,1,1,645.294,12.453,-11.997,13.961,0.069,-0.069,12.119000000000002,0.024,-0.024,13.7459,0.000496,-0.000496
97,1,2,159.906,0.917,-0.906,11.728,0.027000000000000003,-0.027000000000000003,9.806,0.021,-0.021,11.5239,0.000462,-0.000462
98,1,2,159.906,0.917,-0.906,11.728,0.027000000000000003,-0.027000000000000003,9.806,0.021,-0.021,11.5239,0.000462,-0.000462
99,1,1,322.0370000000001,2.714,-2.714,14.792,0.034,-0.034,11.463,0.021,-0.021,14.2195,0.000262,-0.000262
100,2,1,412.98,4.725,-4.622,13.637,0.13699999999999998,-0.13699999999999998,11.688,0.023,-0.023,13.5008,0.00032,-0.00032
101,1,1,576.683,10.436,-10.436,13.626,0.149,-0.149,12.193,0.027000000000000003,-0.027000000000000003,13.5867,0.000754,-0.000754
102,2,1,30.5225,0.0284,-0.0285,12.956,0.023,-0.023,8.555,0.021,-0.021,11.9752,0.0010810000000000001,-0.0010810000000000001
103,1,1,20.77,0.08,-0.08,13.98,1.133,-1.133,12.062,0.023,-0.023,18.5577,0.002909,-0.002909
104,1,1,134.846,1.2819999999999998,-1.258,13.98,1.133,-1.133,8.178001,0.026,-0.026,12.4961,0.008997,-0.008997
105,1,4,62.5388,0.1782,-0.1773,7.98,0.03,-0.03,6.69,0.024,-0.024,7.85032,0.00029,-0.00029
106,1,4,62.5388,0.1782,-0.1773,7.98,0.03,-0.03,6.69,0.024,-0.024,7.85032,0.00029,-0.00029
107,1,4,62.5388,0.1782,-0.1773,7.98,0.03,-0.03,6.69,0.024,-0.024,7.85032,0.00029,-0.00029
108,1,4,62.5388,0.1782,-0.1773,7.98,0.03,-0.03,6.69,0.024,-0.024,7.85032,0.00029,-0.00029
109,1,1,137.94,0.6809999999999999,-0.675,8.57,0.03,-0.03,7.437,0.026,-0.026,8.45824,0.000266,-0.000266
110,2,1,45.23,1.6,-1.72,9.066,0.019,-0.0496,7.061,0.02,-0.034,8.854298,0.015747999999999998,-0.015747999999999998
111,2,1,305.684,33.554,-27.604,18.6837,0.0496,-0.0496,6.676,0.034,-0.034,18.6333,0.015747999999999998,-0.015747999999999998
112,2,1,44.0622,0.0693,-0.0691,8.17,0.03,-0.03,6.676,0.034,-0.034,8.31926,0.001025,-0.001025
113,1,1,134.0,45.8,-39.8,17.6984,0.0471,-0.0471,12.619000000000002,0.027000000000000003,-0.027000000000000003,16.4386,0.007282999999999999,-0.007282999999999999
114,1,1,159.259,1.414,-1.39,16.014,1.133,-1.133,11.933,0.024,-0.024,15.2612,0.0005009999999999999,-0.0005009999999999999
115,1,1,253.026,1.664,-1.664,13.948,0.183,-0.183,11.438,0.026,-0.026,13.7368,0.000323,-0.000323
116,1,2,476.882,9.692,-9.321,12.081,0.046,-0.046,10.637,0.022,-0.022,11.9456,0.000236,-0.000236
117,1,3,334.967,4.1785,-4.1785,14.668,0.13699999999999998,-0.13699999999999998,12.087,0.023,-0.023,14.3234,0.000359,-0.000359
118,1,1,577.6,33.2,-29.8,14.974,0.13699999999999998,-0.13699999999999998,12.149,0.026,-0.026,14.2575,0.000513,-0.000513
119,1,2,257.443,3.239,-3.239,14.705,0.16,-0.16,11.664,0.023,-0.023,14.2575,0.000513,-0.000513
120,1,1,436.48800000000006,8.178001,-7.888,14.983,0.114,-0.114,12.454,0.03,-0.03,14.5885,0.0005099999999999999,-0.0005099999999999999
121,1,2,243.935,4.239,-4.099,12.365,0.069,-0.069,10.549,0.024,-0.024,12.0976,0.000305,-0.000305
122,1,1,369.888,4.99,-4.86,13.095999999999998,0.08,-0.08,11.487,0.023,-0.023,12.9682,0.000384,-0.000384
123,1,1,161.365,1.793,-1.793,17.89,0.2,-0.2,12.538,0.026,-0.026,16.0689,0.00107,-0.00107
124,1,1,451.769,13.976,-13.175999999999998,16.59,1.133,-1.133,13.071,0.033,-0.033,15.9752,0.0009689999999999999,-0.0009689999999999999
125,1,1,109.888,1.08,-1.08,17.83,0.2,-0.2,12.767,0.029,-0.029,16.1722,0.0009789999999999998,-0.0009789999999999998
126,1,1,314.35,2.9360000000000004,-2.882,14.005,0.08,-0.08,11.635,0.025,-0.025,13.774,0.000299,-0.000299
127,1,1,186.197,1.3645,-1.3645,15.133,0.16,-0.16,11.429,0.018000000000000002,-0.018000000000000002,14.5263,0.000323,-0.000323
128,1,1,181.69,1.295,-1.277,10.154,0.008,-0.008,8.837,0.02,-0.02,10.0512,0.00037200000000000004,-0.00037200000000000004
129,1,1,418.395,7.353,-7.107,14.611,0.114,-0.114,12.186,0.023,-0.023,14.1864,0.000391,-0.000391
130,1,1,611.804,10.285,-9.956,13.441,0.103,-0.103,11.775,0.021,-0.021,13.2026,0.000413,-0.000413
131,1,1,283.29,2.043,-2.015,13.672,0.092,-0.092,11.366,0.023,-0.023,13.3118,0.00025,-0.00025
132,1,1,320.07,6.392,-6.152,12.488,0.044,-0.044,10.857,0.021,-0.021,12.2038,0.00025499999999999996,-0.00025499999999999996
133,1,2,336.25,4.743,-4.615,14.81,0.13699999999999998,-0.13699999999999998,12.16,0.024,-0.024,14.4776,0.000386,-0.000386
134,1,2,336.25,4.743,-4.615,14.81,0.13699999999999998,-0.13699999999999998,12.16,0.024,-0.024,14.4776,0.000386,-0.000386
135,1,2,496.289,7.902,-7.6629999999999985,14.21,0.114,-0.114,12.002,0.021,-0.021,13.8183,0.000278,-0.000278
136,1,2,244.59,3.044,-2.972,12.101,0.031,-0.031,10.344,0.021,-0.021,11.9535,0.00022,-0.00022
137,1,2,244.59,3.044,-2.972,12.101,0.031,-0.031,10.344,0.021,-0.021,11.9535,0.00022,-0.00022
138,2,1,372.632,19.456,-17.644000000000005,11.237,0.02,-0.02,9.893,0.018000000000000002,-0.018000000000000002,11.2549,0.00143,-0.00143
139,1,1,551.886,12.752,-12.752,12.353,0.08,-0.08,10.148,0.02,-0.02,12.1722,0.00021899999999999998,-0.00021899999999999998
140,1,3,321.296,4.189,-4.085,11.429,0.022,-0.022,9.714,0.023,-0.023,11.4019,0.000495,-0.000495
141,1,3,321.296,4.189,-4.085,11.429,0.022,-0.022,9.714,0.023,-0.023,11.4019,0.000495,-0.000495
142,1,3,321.296,4.189,-4.085,11.429,0.022,-0.022,9.714,0.023,-0.023,11.4019,0.000495,-0.000495
143,1,1,133.4950466,22.9649891,-22.9649891,13.821,0.044,-0.044,9.324,0.024,-0.024,15.2412,0.002442,-0.002442
144,1,1,27.9276,0.0451,-0.045,13.821,0.044,-0.044,9.19,0.018000000000000002,-0.018000000000000002,12.7331,0.00044,-0.00044
145,1,3,3.6727800000000004,0.0008900000000000002,-0.0009,12.7,0.2,-0.2,6.61,0.021,-0.021,10.9889,0.0009449999999999999,-0.0009449999999999999
146,1,3,3.6727800000000004,0.0008900000000000002,-0.0009,12.7,0.2,-0.2,6.61,0.021,-0.021,10.9889,0.0009449999999999999,-0.0009449999999999999
147,1,3,3.6727800000000004,0.0008900000000000002,-0.0009,12.7,0.2,-0.2,6.61,0.021,-0.021,10.9889,0.0009449999999999999,-0.0009449999999999999
148,1,2,12.613,0.006999999999999999,-0.006999999999999999,13.68,0.2,-0.2,8.322000000000001,0.027000000000000003,-0.027000000000000003,12.138,0.00038700000000000003,-0.00038700000000000003
149,1,2,12.613,0.006999999999999999,-0.006999999999999999,13.68,0.2,-0.2,8.322000000000001,0.027000000000000003,-0.027000000000000003,12.138,0.00038700000000000003,-0.00038700000000000003
150,1,2,11.0143,0.0064,-0.0065,11.939,0.048,-0.048,6.822,0.016,-0.016,10.5769,0.000593,-0.000593
151,1,2,11.0143,0.0064,-0.0065,11.939,0.048,-0.048,6.822,0.016,-0.016,10.5769,0.000593,-0.000593
152,1,1,14.6427,0.0372,-0.0372,15.1,0.2,-0.2,8.782,0.02,-0.02,13.0089,0.0010609999999999999,-0.0010609999999999999
153,1,1,20.373,0.0192,-0.0192,12.68,0.2,-0.2,7.915,0.023,-0.023,11.2364,0.0008060000000000001,-0.0008060000000000001
154,1,1,10.2525,0.0075,-0.0076,14.01,0.2,-0.2,8.115,0.018000000000000002,-0.018000000000000002,12.0807,0.000558,-0.000558
155,1,2,16.32,0.0071,-0.0071,8.08,0.03,-0.03,5.375,0.024,-0.024,7.6790600000000016,0.00026000000000000003,-0.00026000000000000003
156,2,2,3.5622800000000003,0.00055,-0.00055,8.09,0.1,-0.1,4.018,0.02,-0.02,7.2162,0.0005070000000000001,-0.0005070000000000001
157,2,2,3.5622800000000003,0.00055,-0.00055,8.09,0.1,-0.1,4.018,0.02,-0.02,7.2162,0.0005070000000000001,-0.0005070000000000001
158,1,1,25.8557,0.0393,-0.0391,9.7,0.03,-0.03,6.702000000000001,0.017,-0.017,9.20154,0.000314,-0.000314
159,1,3,15.1285,0.0072,-0.0072,11.79,0.1,-0.1,7.135,0.021,-0.021,10.6771,0.000792,-0.000792
160,1,3,15.1285,0.0072,-0.0072,11.79,0.1,-0.1,7.135,0.021,-0.021,10.6771,0.000792,-0.000792
161,1,3,15.1285,0.0072,-0.0072,11.79,0.1,-0.1,7.135,0.021,-0.021,10.6771,0.000792,-0.000792
162,1,1,12.356,0.0093,-0.0093,11.963,0.041,-0.041,6.942,0.018000000000000002,-0.018000000000000002,10.7055,0.00062,-0.00062
163,1,3,11.9407,0.0045,-0.0045,10.914,0.026,-0.026,6.598,0.021,-0.021,9.93395,0.000396,-0.000396
164,1,3,11.9407,0.0045,-0.0045,10.914,0.026,-0.026,6.598,0.021,-0.021,9.93395,0.000396,-0.000396
165,1,3,11.9407,0.0045,-0.0045,10.914,0.026,-0.026,6.598,0.021,-0.021,9.93395,0.000396,-0.000396
166,1,1,28.4434,0.0234,-0.0233,10.37,0.03,-0.03,6.89,0.017,-0.017,9.72281,0.000529,-0.000529
167,2,2,5.75624,0.001525,-0.001525,8.15,0.1,-0.1,4.166,0.232,-0.232,7.3072399999999975,0.000617,-0.000617
168,2,2,5.75624,0.001525,-0.001525,8.15,0.1,-0.1,4.166,0.232,-0.232,7.3072399999999975,0.000617,-0.000617
169,1,1,23.6062,0.02565,-0.02565,11.45,0.021,-0.021,7.394,0.029,-0.029,10.579,0.000328,-0.000328
170,1,2,5.9215349999999995,0.0206332,-0.0206332,9.84,0.1,-0.1,4.857,0.023,-0.023,6.39729,0.0008267000000000001,-0.0008267000000000001
171,1,2,5.9215349999999995,0.0206332,-0.0206332,9.84,0.1,-0.1,4.857,0.023,-0.023,6.39729,0.0008267000000000001,-0.0008267000000000001
172,2,1,17.5559,0.0073,-0.0073,6.59,0.03,-0.03,4.859,0.023,-0.023,6.39729,0.0008267000000000001,-0.0008267000000000001
173,1,1,16.6186,0.00745,-0.00745,11.041,0.056,-0.056,6.966,0.023,-0.023,10.2011,0.000679,-0.000679
174,1,3,28.4712,0.03505,-0.03505,10.8275,0.0459,-0.0459,7.246,0.016,-0.02,10.1924,0.000629,-0.000629
175,1,3,28.4712,0.03505,-0.03505,10.8275,0.0459,-0.0459,7.246,0.016,-0.02,10.1924,0.000629,-0.000629
176,1,3,28.4712,0.03505,-0.03505,10.8275,0.0459,-0.0459,7.246,0.016,-0.02,10.1924,0.000629,-0.000629
177,1,2,15.1968,0.013,-0.0129,12.4,0.2,-0.2,7.028,0.02,-0.02,10.7539,0.0008179999999999999,-0.0008179999999999999
178,1,2,15.1968,0.013,-0.0129,12.4,0.2,-0.2,7.028,0.02,-0.02,10.7539,0.0008179999999999999,-0.0008179999999999999
179,1,1,20.5266,0.01685,-0.01685,9.99,0.1,-0.1,6.352,0.026,-0.026,9.2861,0.00038199999999999996,-0.00038199999999999996
180,1,4,20.1903,0.0216,-0.0216,11.945,0.037000000000000005,-0.037000000000000005,7.4860000000000015,0.033,-0.033,10.9788,0.000878,-0.000878
181,1,4,20.1903,0.0216,-0.0216,11.945,0.037000000000000005,-0.037000000000000005,7.4860000000000015,0.033,-0.033,10.9788,0.000878,-0.000878
182,1,4,20.1903,0.0216,-0.0216,11.945,0.037000000000000005,-0.037000000000000005,7.4860000000000015,0.033,-0.033,10.9788,0.000878,-0.000878
183,1,4,20.1903,0.0216,-0.0216,11.945,0.037000000000000005,-0.037000000000000005,7.4860000000000015,0.033,-0.033,10.9788,0.000878,-0.000878
184,1,2,5.37484,0.00172,-0.00172,12.57,0.2,-0.2,6.7360000000000015,0.024,-0.024,10.6467,0.000647,-0.000647
185,1,2,5.37484,0.00172,-0.00172,12.57,0.2,-0.2,6.7360000000000015,0.024,-0.024,10.6467,0.000647,-0.000647
186,1,1,23.619,0.0291,-0.029,12.062,0.022,-0.022,7.733,0.023,-0.023,11.1029,0.001208,-0.001208
187,2,1,6.33256,0.0016699999999999998,-0.00168,7.7,0.1,-0.1,4.136,0.02,-0.02,7.04775,0.00044,-0.00044
188,1,1,29.4214,0.0508,-0.0507,12.332,0.016,-0.016,7.989,0.023,-0.023,11.3537,0.001255,-0.001255
189,2,2,27.3644,0.0376,-0.0376,13.74,0.027000000000000003,-0.027000000000000003,8.829001,0.024,-0.024,12.465,0.000343,-0.000343
190,2,2,27.3644,0.0376,-0.0376,13.74,0.027000000000000003,-0.027000000000000003,8.829001,0.024,-0.024,12.465,0.000343,-0.000343
191,1,1,9.486369999999999,0.00857,-0.00856,15.18,0.2,-0.2,8.668,0.021,-0.021,13.1117,0.0009609999999999999,-0.0009609999999999999
192,1,3,9.44181,0.00511,-0.00511,10.91,0.1,-0.1,6.475,0.017,-0.017,9.880360000000001,0.00144,-0.00144
193,1,3,9.44181,0.00511,-0.00511,10.91,0.1,-0.1,6.475,0.017,-0.017,9.880360000000001,0.00144,-0.00144
194,1,3,9.44181,0.00511,-0.00511,10.91,0.1,-0.1,6.475,0.017,-0.017,9.880360000000001,0.00144,-0.00144
195,1,1,20.3779,0.03165,-0.03165,11.938,0.028,-0.028,7.47,0.027000000000000003,-0.027000000000000003,10.9233,0.0008900000000000002,-0.0008900000000000002
196,1,1,13.743,0.0117,-0.0116,13.04,0.2,-0.2,7.957000000000002,0.033,-0.033,11.6266,0.0008060000000000001,-0.0008060000000000001
