sy_snum,sy_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,ra,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
1,1,8.267704,0.00035,-0.000318,0.0,0.0796,0.0007,-0.0007,0.0,3.37,0.12,-0.12,0.0,0.301,0.011000000000000001,-0.011000000000000001,0.0,30.0,19.0,-19.0,0.0,0.09439,0.05977999999999999,-0.05977999999999999,0.0,,,,,,,,,814.0,12.0,-12.0,0.0,0,5464.0,65.0,-65.0,0.0,0.91,0.01,-0.01,0.0,0.99,0.03,-0.03,0.0,0.25,0.05,-0.05,0.0,4.51,0.02,-0.02,0.0,125.42029850000002,13.497512200000001,197.989,1.555,-1.53,11.752,0.032,-0.032,10.091,0.019,-0.019,11.7124,0.000308,-0.000308
1,1,3.313959,2.4e-05,-2.4e-05,0.0,0.0475,0.0006,-0.0006,0.0,15.98,0.55,-0.55,0.0,1.426,0.049,-0.049,0.0,266.9772,25.4264,-25.4264,0.0,0.84,0.08,-0.08,0.0,0.0,,,0.0,,,,,1649.0,39.0,-39.0,0.0,0,6061.0,96.0,-96.0,0.0,1.81,0.06,-0.06,0.0,1.3,0.05,-0.05,0.0,0.14,0.06,-0.06,0.0,4.04,0.03,-0.03,0.0,284.98535499999997,-22.2934206,685.2,20.502,-19.364,13.012,0.103,-0.103,11.21,0.021,-0.021,12.7669,0.000338,-0.000338
1,1,4.733999,0.000221,-0.000227,0.0,0.0581,0.0009,-0.0009,0.0,5.33,0.21,-0.21,0.0,0.47600000000000003,0.019,-0.019,0.0,59.4,4.4,-4.4,0.0,0.18689,0.01384,-0.01384,0.0,0.18,0.042,-0.042,0.0,762.0,100.0,-100.0,0.0,1360.0,29.0,-29.0,0.0,0,5599.0,87.0,-87.0,0.0,1.76,0.04,-0.04,0.0,1.17,0.06,-0.06,0.0,0.36,0.05,-0.05,0.0,4.02,0.03,-0.03,0.0,123.38184840000002,16.419516,477.295,10.094,-9.692,12.339,0.092,-0.092,10.561,0.017,-0.017,12.1704,0.00020099999999999998,-0.00020099999999999998
1,1,39.93767,0.23229,-0.23229,0.0,0.2257,0.0143,-0.0143,0.0,7.55,9.33,-9.33,0.0,0.674,0.8320000000000001,-0.8320000000000001,0.0,44.4,,,0.0,0.14,,,0.0,,,,,9.84,0.73,-0.73,0.0,734.0,253.0,-253.0,0.0,0,5433.0,49.0,-144.0,0.0,5.15,0.2,-4.39,0.0,1.35,0.04,-0.56,0.0,-0.12,0.01,-0.17,0.0,4.56,0.02,-0.02,0.0,169.0418328,1.9866831999999999,329.309,2.682,-2.641,13.409,0.103,-0.103,11.347,0.022,-0.022,13.1501,0.000279,-0.000279
1,1,13.86387,0.000325,-0.000329,0.0,0.1027,0.0011,-0.0011,0.0,2.56,0.07,-0.07,0.0,0.228,0.006,-0.006,0.0,16.7,3.2,-3.2,0.0,0.052539999999999996,0.01007,-0.01007,0.0,0.079,0.07,-0.07,0.0,,,,,575.0,8.0,-8.0,0.0,0,4950.0,58.0,-58.0,0.0,0.71,0.01,-0.01,0.0,0.75,0.02,-0.02,0.0,-0.21,0.05,-0.05,0.0,4.61,0.02,-0.02,0.0,207.34974019999999,-12.284918199999998,116.474,0.431,-0.427,11.985,0.046,-0.046,9.607,0.024,-0.024,11.6627,0.00023999999999999998,-0.00023999999999999998
1,2,5.3518,0.0004,-0.0004,0.0,0.057,0.0012,-0.0012,0.0,1.82,0.11,-0.09,0.0,0.162,0.01,-0.008,0.0,5.29,0.76,-0.77,0.0,0.016640000000000002,0.0023899999999999998,-0.00242,0.0,0.13,0.13,-0.09,0.0,,,,,1309.0,71.0,-63.0,0.0,0,5775.0,60.0,-60.0,0.0,1.25,0.02,-0.02,0.0,0.84,0.02,-0.02,0.0,-0.46,0.05,-0.05,0.0,4.25,0.15,-0.15,0.0,59.8903081,21.2985263,200.394,2.763,-2.69,11.13,0.034,-0.034,9.377,0.021,-0.021,10.9294,0.000621,-0.000621
1,2,15.6785,0.0064,-0.0063,0.0,0.1166,0.0025,-0.0025,0.0,3.37,,,0.0,0.301,,,0.0,11.3,1.1,-1.1,0.0,0.03555,0.00346,-0.00346,0.0,0.07,0.07,-0.05,0.0,,,,,,,,,0,5775.0,60.0,-60.0,0.0,1.25,0.02,-0.02,0.0,0.84,0.02,-0.02,0.0,-0.46,0.05,-0.05,0.0,4.25,0.15,-0.15,0.0,59.8903081,21.2985263,200.394,2.763,-2.69,11.13,0.034,-0.034,9.377,0.021,-0.021,10.9294,0.000621,-0.000621
1,1,5.817685,4.1e-05,-4.1e-05,0.0,0.0642,0.0009,-0.0009,0.0,12.14,0.35,-0.35,0.0,1.083,0.031,-0.031,0.0,410.0007,41.3179,-44.4962,0.0,1.29,0.13,-0.14,0.0,0.0,,,0.0,,,,,1098.0,23.0,-23.0,0.0,0,5660.0,87.0,-87.0,0.0,1.24,0.03,-0.03,0.0,1.04,0.04,-0.04,0.0,0.27,0.06,-0.06,0.0,4.27,0.03,-0.03,0.0,19.4493823,6.868846899999999,635.722,13.43,-13.43,13.744,0.092,-0.092,11.949,0.021,-0.021,13.5039,0.000312,-0.000312
1,1,11.391013,0.000224,-0.000225,0.0,0.0954,0.0011,-0.0011,0.0,10.67,0.36,-0.36,0.0,0.9520000000000001,0.032,-0.032,0.0,587.9855,73.1009,-69.9226,0.0,1.85,0.23,-0.22,0.0,0.0,,,0.0,,,,,661.0,12.0,-12.0,0.0,0,5044.0,68.0,-68.0,0.0,0.84,0.02,-0.02,0.0,0.89,0.03,-0.03,0.0,0.39,0.05,-0.05,0.0,4.54,0.03,-0.03,0.0,127.882912,11.922255,475.758,8.252,-7.98,14.55,0.217,-0.217,12.304,0.029,-0.029,14.2751,0.000301,-0.000301
1,1,20.272615,0.000356,-0.000343,0.0,0.143,0.0012,-0.0012,0.0,12.06,0.22,-0.22,0.0,1.0759999999999998,0.02,-0.02,0.0,266.9772,57.2094,-63.566,0.0,0.84,0.18,-0.2,0.0,0.137,0.072,-0.074,0.0,,,,,619.0,8.0,-8.0,0.0,0,5657.0,60.0,-60.0,0.0,0.88,0.01,-0.01,0.0,0.95,0.02,-0.02,0.0,-0.1,0.05,-0.05,0.0,4.53,0.02,-0.02,0.0,126.55350020000002,12.281851,413.591,4.312,-4.225,13.444,0.114,-0.114,11.724,0.018,-0.018,13.2,0.000252,-0.000252
1,1,4.655411,0.000486,-0.000473,0.0,0.048,0.002,-0.002,0.0,0.69,0.04,-0.04,0.0,0.062,0.004,-0.004,0.0,0.257,,,0.0,0.00081,,,0.0,0.06,0.141966,-0.053272,0.0,78.6,12.2,-10.5,0.0,,,,,0,4348.35,86.1,-87.78,0.0,0.67,0.03,-0.03,0.0,0.69,0.07,-0.07,0.0,0.01,0.08,-0.08,0.0,4.64,0.1,-0.1,0.0,336.1523363,-11.5793181,49.3855,0.1247,-0.124,10.8,0.03,-0.03,7.875,0.027,-0.027,10.3281,0.001047,-0.001047
1,2,1.2916,4.9e-05,-5.1e-05,0.0,0.0189,0.0001,-0.0001,0.0,2.03,0.1,-0.1,0.0,0.18100000000000002,0.009000000000000001,-0.009000000000000001,0.0,4.78,,,0.0,0.015,,,0.0,0.06,0.13830399999999998,-0.053132000000000006,0.0,145.8,21.5,-18.9,0.0,868.0,14.0,-14.0,0.0,0,3778.0,53.0,-53.0,0.0,0.51,0.01,-0.01,0.0,0.54,0.01,-0.01,0.0,-0.05,0.13,-0.13,0.0,4.75,0.01,-0.01,0.0,133.8557342,10.469217599999999,101.632,0.374,-0.372,14.639,0.149,-0.149,10.589,0.025,-0.025,13.8012,0.00024300000000000002,-0.00024300000000000002
1,2,5.444017,0.000462,-0.000455,0.0,0.0492,0.0003,-0.0003,0.0,2.06,0.12,-0.12,0.0,0.184,0.011000000000000001,-0.011000000000000001,0.0,4.9,,,0.0,0.0154,,,0.0,0.15,0.178886,-0.11582200000000001,0.0,21.4,3.2,-2.8,0.0,537.0,9.0,-9.0,0.0,0,3778.0,53.0,-53.0,0.0,0.51,0.01,-0.01,0.0,0.54,0.01,-0.01,0.0,-0.05,0.13,-0.13,0.0,4.75,0.01,-0.01,0.0,133.8557342,10.469217599999999,101.632,0.374,-0.372,14.639,0.149,-0.149,10.589,0.025,-0.025,13.8012,0.00024300000000000002,-0.00024300000000000002
1,1,50.92092,0.005584,-0.005249,0.0,0.245,0.008,-0.008,0.0,2.54,0.23,-0.2,0.0,0.22699999999999998,0.021,-0.018000000000000002,0.0,6.99,,,0.0,0.022,,,0.0,0.2,0.183774,-0.159064,0.0,4.3,0.6,-0.6,0.0,,,,,0,4726.29,142.64,-127.34,0.0,0.73,0.05,-0.04,0.0,0.76,0.08,-0.08,0.0,0.129,0.079,-0.079,0.0,4.53,,,0.0,132.1268608,15.655896400000001,321.722,3.7605,-3.7605,14.0,0.08,-0.08,11.654,0.019,-0.019,13.7484,0.00020800000000000001,-0.00020800000000000001
1,1,7.727283,0.001268,-0.001149,0.0,0.0698,0.0006,-0.0006,0.0,2.53,0.2,-0.2,0.0,0.226,0.018000000000000002,-0.018000000000000002,0.0,6.94,,,0.0,0.0218,,,0.0,0.07,0.151978,-0.057297,0.0,54.9,9.6,-8.8,0.0,666.0,15.0,-15.0,0.0,0,4740.0,100.0,-100.0,0.0,0.71,0.01,-0.01,0.0,0.76,0.02,-0.02,0.0,-0.05,0.12,-0.12,0.0,4.62,0.01,-0.01,0.0,132.0098683,16.9017663,365.581,4.37,-4.27,14.818,0.172,-0.172,12.174,0.02,-0.02,14.5103,0.000285,-0.000285
1,1,8.28212,0.0006,-0.0006,0.0,0.0802,0.0021,-0.0021,0.0,2.33,0.58,-0.58,0.0,0.20800000000000002,0.052000000000000005,-0.052000000000000005,0.0,6.04,,,0.0,0.019,,,0.0,,,,,310.0,178.0,-178.0,0.0,1003.0,121.0,-121.0,0.0,0,5800.0,53.0,-90.0,0.0,1.01,0.27,-0.09,0.0,1.01,0.05,-0.06,0.0,0.03,0.13,-0.17,0.0,4.3,0.1,-0.1,0.0,173.1919022,2.2446794,326.381,6.282,-6.053,12.38,0.103,-0.103,10.605,0.024,-0.024,12.0884,0.000331,-0.000331
1,1,9.562742,0.000675,-0.000673,0.0,0.078,0.003,-0.003,0.0,2.01,0.13,-0.12,0.0,0.179,0.012,-0.011000000000000001,0.0,4.7,,,0.0,0.0148,,,0.0,0.14,0.16842100000000002,-0.10501600000000001,0.0,35.1,5.9,-5.1,0.0,,,,,0,4349.9,101.62,-96.12,0.0,0.67,0.04,-0.03,0.0,0.69,0.07,-0.07,0.0,-0.303,0.059000000000000004,-0.059000000000000004,0.0,,,,,132.142853,17.190581299999998,289.543874,2.3252792999999996,-2.3252792999999996,14.092,0.286,-0.286,11.388,0.026,-0.026,13.932913800000001,,
1,1,5.185761,2.9e-05,-3e-05,0.0,0.0525,0.0003,-0.0003,0.0,7.5,0.14,-0.14,0.0,0.669,0.012,-0.012,0.0,43.9,,,0.0,0.138,,,0.0,0.22,0.194341,-0.18389,0.0,89.5,12.5,-11.2,0.0,723.0,13.0,-13.0,0.0,0,4551.0,74.0,-74.0,0.0,0.68,0.01,-0.01,0.0,0.72,0.01,-0.01,0.0,-0.04,0.1,-0.1,0.0,4.63,0.01,-0.01,0.0,126.9366624,17.5793267,169.398,1.061,-1.048,13.229,0.08,-0.08,10.616,0.018,-0.018,12.9247,0.000557,-0.000557
2,1,2.219282,0.000128,-0.00013,0.0,0.0285,0.0002,-0.0002,0.0,1.21,0.08,-0.08,0.0,0.10800000000000001,0.006999999999999999,-0.006999999999999999,0.0,1.92,,,0.0,0.00606,,,0.0,0.21,0.182563,-0.167694,0.0,79.9,13.1,-11.1,0.0,814.0,10.0,-10.0,0.0,0,4027.0,45.0,-45.0,0.0,0.6,0.01,-0.01,0.0,0.62,0.01,-0.01,0.0,0.06,0.11,-0.11,0.0,4.68,0.01,-0.01,0.0,126.4762179,20.3593384,72.0444,0.2532,-0.2532,13.105,0.063,-0.063,9.275,0.018,-0.018,12.3708,0.000252,-0.000252
1,1,30.951524,0.003625,-0.00332,0.0,0.1649,0.0008,-0.0008,0.0,2.76,0.16,-0.16,0.0,0.24600000000000002,0.013999999999999999,-0.013999999999999999,0.0,8.05,,,0.0,0.0253,,,0.0,0.06,0.14441500000000002,-0.051458000000000004,0.0,2.9,0.5,-0.4,0.0,338.0,5.0,-5.0,0.0,0,4035.0,52.0,-52.0,0.0,0.59,0.01,-0.01,0.0,0.62,0.01,-0.01,0.0,0.03,0.11,-0.11,0.0,4.69,0.01,-0.01,0.0,134.4441404,21.453274800000003,161.555,0.652,-0.652,14.781,0.034,-0.034,11.055,0.022,-0.022,14.0916,0.000306,-0.000306
1,1,6.413651,3.6e-05,-3.1e-05,0.0,0.049,0.002,-0.002,0.0,2.9,0.1,-0.1,0.0,0.259,0.009000000000000001,-0.009000000000000001,0.0,8.75,,,0.0,0.0275,,,0.0,0.08,0.15519000000000002,-0.06663,0.0,8.7,1.2,-1.1,0.0,442.0,17.0,-17.0,0.0,0,3570.0,63.0,-70.0,0.0,0.39,0.02,-0.01,0.0,0.39,0.01,-0.04,0.0,0.023,0.061,-0.106,0.0,4.86,0.01,-0.09,0.0,133.6410515,23.132950899999997,140.385,1.32,-1.296,16.692,0.183,-0.183,11.975,0.018,-0.018,15.4618,0.00053,-0.00053
1,1,21.750264,0.00199,-0.001957,0.0,0.121,0.004,-0.005,0.0,2.18,0.19,-0.18,0.0,0.19399999999999998,0.017,-0.016,0.0,5.39,,,0.0,0.017,,,0.0,0.08,0.161049,-0.066906,0.0,2.0,0.3,-0.3,0.0,,,,,0,3654.47,99.56,-92.33,0.0,0.4,0.03,-0.03,0.0,0.49,0.05,-0.06,0.0,,,,,4.83,0.0,0.0,0.0,204.1418754,-14.947819500000001,124.156,0.83,-0.83,16.4,0.2,-0.2,11.802,0.023,-0.023,15.1508,0.000633,-0.000633
1,1,7.385655,0.000501,-0.000509,0.0,0.0656,0.0004,-0.0004,0.0,1.97,0.12,-0.12,0.0,0.17600000000000002,0.011000000000000001,-0.011000000000000001,0.0,4.54,,,0.0,0.0143,,,0.0,0.06,0.142277,-0.049906,0.0,35.3,6.6,-5.9,0.0,601.0,13.0,-13.0,0.0,0,4339.0,92.0,-92.0,0.0,0.65,0.01,-0.01,0.0,0.69,0.01,-0.01,0.0,0.02,0.14,-0.14,0.0,4.66,0.01,-0.01,0.0,203.5467021,-13.576970499999998,102.953,0.777,-0.766,12.759,0.069,-0.069,9.712,0.021,-0.021,12.4013,0.000397,-0.000397
1,1,3.588163,2.8e-05,-2.9e-05,0.0,0.0411,0.0002,-0.0002,0.0,8.37,0.33,-0.33,0.0,0.747,0.028999999999999998,-0.028999999999999998,0.0,52.9,,,0.0,0.167,,,0.0,0.12,0.142231,-0.096252,0.0,105.6,20.7,-17.8,0.0,809.0,15.0,-15.0,0.0,0,4575.0,74.0,-74.0,0.0,0.66,0.01,-0.01,0.0,0.72,0.01,-0.01,0.0,-0.11,0.06,-0.06,0.0,4.65,0.01,-0.01,0.0,207.0782895,-11.588987800000002,709.999,20.526,-19.423,15.041,0.057,-0.057,12.793,0.033,-0.033,14.7871,0.000534,-0.000534
1,1,5.675819,0.000411,-0.000414,0.0,0.056,0.002,-0.002,0.0,1.42,0.16,-0.13,0.0,0.127,0.013999999999999999,-0.012,0.0,2.6,,,0.0,0.008190000000000001,,,0.0,0.23,0.22022199999999997,-0.19371,0.0,68.8,11.1,-9.7,0.0,,,,,0,4469.51,171.97,-145.15,0.0,0.78,0.08,-0.06,0.0,0.71,0.07,-0.07,0.0,-0.26,0.08,-0.08,0.0,4.7,0.1,-0.1,0.0,204.4376666,-8.5970858,114.637,0.93,-0.915,12.58,0.08,-0.08,9.815,0.021,-0.021,12.2204,0.000672,-0.000672
1,1,8.239493,0.000292,-0.000291,0.0,0.057,0.003,-0.004,0.0,1.04,0.1,-0.09,0.0,0.09300000000000001,0.009000000000000001,-0.008,0.0,1.12,,,0.0,0.00352,,,0.0,0.13,0.21010500000000001,-0.10950399999999999,0.0,4.5,0.6,-0.5,0.0,,,,,0,3459.09,89.05,-83.62,0.0,0.36,0.03,-0.03,0.0,0.36,0.07,-0.07,0.0,,,,,4.87,0.0,0.0,0.0,289.1485491,-25.646323300000002,27.7957,0.0746,-0.0742,13.639,0.019,-0.019,8.852,0.021,-0.021,12.4624,0.0008619999999999999,-0.0008619999999999999
1,1,39.91488,0.32477,-0.32477,0.0,0.2114,0.0061,-0.0061,0.0,1.89,0.95,-0.95,0.0,0.16899999999999998,0.085,-0.085,0.0,4.23,,,0.0,0.0133,,,0.0,,,,,22.8,4.1,-4.1,0.0,511.0,126.0,-126.0,0.0,0,5698.0,45.0,-82.0,0.0,0.78,0.09,-0.05,0.0,0.8,0.04,-0.04,0.0,-0.54,0.12,-0.14,0.0,4.33,0.07,-0.07,0.0,170.1554763,2.5027534,342.394,4.436,-4.326,12.882,0.046,-0.046,11.169,0.026,-0.026,12.739,0.000294,-0.000294
1,1,2.49412,0.000132,-0.000128,0.0,0.032,0.001,-0.001,0.0,1.25,0.2,-0.14,0.0,0.11199999999999999,0.018000000000000002,-0.012,0.0,2.1,,,0.0,0.0066,,,0.0,0.17,0.220344,-0.135968,0.0,136.4,45.8,-35.8,0.0,,,,,0,4356.47,196.73,-172.4,0.0,0.74,0.11,-0.08,0.0,0.7,0.07,-0.07,0.0,-0.24,0.08,-0.08,0.0,4.62,0.1,-0.1,0.0,290.27054189999996,-19.6908744,118.011,0.519,-0.514,12.676,0.092,-0.092,9.858,0.023,-0.023,12.3253,0.00020299999999999997,-0.00020299999999999997
1,1,0.36931,1e-05,-1e-05,0.0,0.0095,0.0,0.0,0.0,1.7,0.09,-0.05,0.0,0.152,0.008,-0.004,0.0,6.3,1.4,-1.4,0.0,0.019819999999999997,0.0044,-0.0044,0.0,0.0,,,0.0,,,,,2062.0,23.0,-23.0,0.0,0,5245.0,46.0,-52.0,0.0,0.75,0.01,-0.01,0.0,0.84,0.01,-0.01,0.0,-0.17,0.03,-0.03,0.0,4.61,0.01,-0.01,0.0,182.751404,-9.7652392,152.509,1.079,-1.063,12.129,0.092,-0.092,10.051,0.026,-0.026,11.8999,0.000602,-0.000602
1,1,9.1751,0.0023,-0.0027,0.0,0.0916,0.0006,-0.0006,0.0,14.572000000000001,0.785,-0.785,0.0,1.3,0.07,-0.07,0.0,155.7367,19.0698,-19.0698,0.0,0.49,0.06,-0.06,0.0,0.29,0.049,-0.049,0.0,,,,,1586.0,10.0,-10.0,0.0,0,4840.0,90.0,-90.0,0.0,3.85,0.13,-0.13,0.0,1.08,0.08,-0.08,0.0,-0.01,0.08,-0.08,0.0,3.3,0.01,-0.01,0.0,182.1662666,-8.7472172,609.818,17.942,-16.962,12.071,0.069,-0.069,9.54,0.023,-0.023,11.64,0.000572,-0.000572
1,4,3.07133,0.00011,-0.00011,0.0,0.031939999999999996,0.00025,-0.00026000000000000003,0.0,1.34,0.077,-0.076,0.0,0.12,0.006999999999999999,-0.006999999999999999,0.0,2.36,,,0.0,0.00742,,,0.0,,,,,,,,,,,,,0,3655.0,80.0,-80.0,0.0,0.46,0.02,-0.02,0.0,0.46,0.01,-0.01,0.0,,,,,,,,,70.1493775,25.0098135,75.1703,0.2012,-0.2012,14.073,0.014,-0.014,10.279,0.018,-0.018,13.3245,0.00031099999999999997,-0.00031099999999999997
1,4,4.86784,0.00012,-0.00012,0.0,0.043410000000000004,0.00033999999999999997,-0.00035,0.0,1.6030000000000002,0.09,-0.08800000000000001,0.0,0.14300000000000002,0.008,-0.008,0.0,3.2,,,0.0,0.0101,,,0.0,,,,,,,,,,,,,0,3655.0,80.0,-80.0,0.0,0.46,0.02,-0.02,0.0,0.46,0.01,-0.01,0.0,,,,,,,,,70.1493775,25.0098135,75.1703,0.2012,-0.2012,14.073,0.014,-0.014,10.279,0.018,-0.018,13.3245,0.00031099999999999997,-0.00031099999999999997
1,4,11.02454,0.00036,-0.00035,0.0,0.07487,0.00059,-0.0006,0.0,2.003,0.107,-0.107,0.0,0.179,0.01,-0.01,0.0,4.67,,,0.0,0.0147,,,0.0,,,,,,,,,,,,,0,3655.0,80.0,-80.0,0.0,0.46,0.02,-0.02,0.0,0.46,0.01,-0.01,0.0,,,,,,,,,70.1493775,25.0098135,75.1703,0.2012,-0.2012,14.073,0.014,-0.014,10.279,0.018,-0.018,13.3245,0.00031099999999999997,-0.00031099999999999997
1,4,26.5841,0.0018,-0.0017,0.0,0.1346,0.0011,-0.0011,0.0,1.73,0.14,-0.13,0.0,0.154,0.012,-0.012,0.0,3.64,,,0.0,0.0115,,,0.0,,,,,1.8,0.25,-0.23,0.0,296.0,10.0,-10.0,0.0,0,3655.0,80.0,-80.0,0.0,0.46,0.02,-0.02,0.0,0.46,0.01,-0.01,0.0,,,,,,,,,70.1493775,25.0098135,75.1703,0.2012,-0.2012,14.073,0.014,-0.014,10.279,0.018,-0.018,13.3245,0.00031099999999999997,-0.00031099999999999997
2,3,7.975292,0.000833,-0.00077,0.0,,,,,0.99,0.06,-0.04,0.0,0.08800000000000001,0.005,-0.004,0.0,0.937,,,0.0,0.00295,,,0.0,0.1,0.19,-0.07,0.0,,,,,553.0,17.0,-27.0,0.0,0,4499.0,50.0,-50.0,0.0,0.66,0.02,-0.02,0.0,0.74,0.02,-0.02,0.0,0.15,0.03,-0.03,0.0,4.66,0.02,-0.02,0.0,67.4128615,22.8825674,59.2474,0.1877,-0.1865,11.101,0.057,-0.057,8.368,0.019,-0.019,10.8545,0.000535,-0.000535
2,3,17.307137,0.000252,-0.000284,0.0,0.11728,0.00047999999999999996,-0.00047999999999999996,0.0,2.91,0.11,-0.1,0.0,0.26,0.01,-0.009000000000000001,0.0,8.8,,,0.0,0.0277,,,0.0,0.13,0.27,-0.11,0.0,11.9,3.7,-3.2,0.0,425.0,10.0,-33.0,0.0,0,4499.0,50.0,-50.0,0.0,0.66,0.02,-0.02,0.0,0.74,0.02,-0.02,0.0,0.15,0.03,-0.03,0.0,4.66,0.02,-0.02,0.0,67.4128615,22.8825674,59.2474,0.1877,-0.1865,11.101,0.057,-0.057,8.368,0.019,-0.019,10.8545,0.000535,-0.000535
2,3,25.575065,0.002418,-0.002357,0.0,,,,,1.45,0.11,-0.08,0.0,0.129,0.01,-0.006999999999999999,0.0,2.7,,,0.0,0.008490000000000001,,,0.0,0.14,0.13,-0.09,0.0,,,,,373.0,18.0,-17.0,0.0,0,4499.0,50.0,-50.0,0.0,0.66,0.02,-0.02,0.0,0.74,0.02,-0.02,0.0,0.15,0.03,-0.03,0.0,4.66,0.02,-0.02,0.0,67.4128615,22.8825674,59.2474,0.1877,-0.1865,11.101,0.057,-0.057,8.368,0.019,-0.019,10.8545,0.000535,-0.000535
1,1,0.179715,1e-06,-1e-06,0.0,0.0058,0.0006,-0.0006,0.0,0.89,0.09,-0.09,0.0,0.079,0.008,-0.008,0.0,158.915,,,1.0,0.5,,,1.0,0.0,,,0.0,,,,,1471.0,47.0,-47.0,0.0,0,3492.0,70.0,-70.0,0.0,0.44,0.04,-0.04,0.0,0.46,0.05,-0.05,0.0,0.08,0.12,-0.12,0.0,4.82,0.04,-0.04,0.0,186.870426,-6.1952168,98.8765,0.6176,-0.6101,15.94,0.2,-0.2,10.882,0.023,-0.023,14.4345,0.000618,-0.000618
1,5,2.35322,0.00036,-0.00036,0.0,0.0338,0.00023999999999999998,-0.00023999999999999998,0.0,1.57,0.28,-0.17,0.0,0.14,0.025,-0.015,0.0,3.09,,,0.0,0.00972,,,0.0,0.403,,,1.0,486.0,37.0,-35.0,0.0,,,,,0,5378.0,60.0,-60.0,0.0,0.86,0.08,-0.08,0.0,0.93,0.06,-0.06,0.0,0.16,0.04,-0.04,0.0,4.59,0.07,-0.07,0.0,348.9490311,-10.8497391,202.585,2.028,-1.989,12.246,0.092,-0.092,10.305,0.021,-0.021,12.0252,0.000364,-0.000364
1,5,3.55987,0.00023,-0.00022,0.0,0.044539999999999996,0.00032,-0.00032,0.0,2.52,0.34,-0.16,0.0,0.225,0.03,-0.013999999999999999,0.0,6.9,,,0.0,0.0217,,,0.0,0.296,,,1.0,279.0,21.0,-20.0,0.0,,,,,0,5378.0,60.0,-60.0,0.0,0.86,0.08,-0.08,0.0,0.93,0.06,-0.06,0.0,0.16,0.04,-0.04,0.0,4.59,0.07,-0.07,0.0,348.9490311,-10.8497391,202.585,2.028,-1.989,12.246,0.092,-0.092,10.305,0.021,-0.021,12.0252,0.000364,-0.000364
1,5,5.40478,0.00048,-0.00046,0.0,0.05882999999999999,0.00042,-0.00042,0.0,2.66,0.39,-0.18,0.0,0.237,0.035,-0.016,0.0,7.56,,,0.0,0.0238,,,0.0,0.348,,,1.0,160.0,12.0,-11.0,0.0,,,,,0,5378.0,60.0,-60.0,0.0,0.86,0.08,-0.08,0.0,0.93,0.06,-0.06,0.0,0.16,0.04,-0.04,0.0,4.59,0.07,-0.07,0.0,348.9490311,-10.8497391,202.585,2.028,-1.989,12.246,0.092,-0.092,10.305,0.021,-0.021,12.0252,0.000364,-0.000364
1,5,8.26144,0.00045,-0.00044,0.0,0.07807,0.00056,-0.00056,0.0,3.29,0.35,-0.18,0.0,0.294,0.031,-0.016,0.0,10.8,,,0.0,0.0341,,,0.0,0.315,,,1.0,91.1,7.0,-6.6,0.0,,,,,0,5378.0,60.0,-60.0,0.0,0.86,0.08,-0.08,0.0,0.93,0.06,-0.06,0.0,0.16,0.04,-0.04,0.0,4.59,0.07,-0.07,0.0,348.9490311,-10.8497391,202.585,2.028,-1.989,12.246,0.092,-0.092,10.305,0.021,-0.021,12.0252,0.000364,-0.000364
1,5,12.75759,0.00092,-0.00092,0.0,0.1043,0.00074,-0.00075,0.0,2.81,0.36,-0.19,0.0,0.251,0.032,-0.017,0.0,8.3,,,0.0,0.0261,,,0.0,0.364,,,1.0,51.0,3.9,-3.7,0.0,,,,,0,5378.0,60.0,-60.0,0.0,0.86,0.08,-0.08,0.0,0.93,0.06,-0.06,0.0,0.16,0.04,-0.04,0.0,4.59,0.07,-0.07,0.0,348.9490311,-10.8497391,202.585,2.028,-1.989,12.246,0.092,-0.092,10.305,0.021,-0.021,12.0252,0.000364,-0.000364
