sy_snum,sy_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasselim,pl_bmassj,pl_bmassjlim,pl_orbeccen,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqtlim,ttv_flag,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,ra,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
1,3,7.641589999999999,2.9999999999999997e-05,-2.9999999999999997e-05,0.0,0.0752,0.0,5.49,0.26,-0.26,0.0,0.49,0.023,-0.023,0.0,17.3,0.0,0.054000000000000006,0.0,0.0,0.0,126.08,3.12,-3.04,0.0,899.0,0.0,1,5345.0,100.0,-100.0,0.0,1.11,0.05,-0.05,0.0,0.97,0.04,-0.04,0.0,0.19,0.06,-0.06,0.0,4.31,0.12,-0.12,0.0,298.0794448000001,44.746248,433.04699999999997,3.2039999999999997,-3.158,13.770999999999999,0.069,-0.069,11.755999999999998,0.019,-0.019,13.5393,0.000219,-0.000219
1,3,14.85888,4e-05,-4e-05,0.0,0.1172,0.0,6.98,0.33,-0.33,0.0,0.623,0.029,-0.029,0.0,16.4,0.0,0.052000000000000005,0.0,0.0,0.0,51.92,1.29,-1.25,0.0,720.0,0.0,1,5345.0,100.0,-100.0,0.0,1.11,0.05,-0.05,0.0,0.97,0.04,-0.04,0.0,0.19,0.06,-0.06,0.0,4.31,0.12,-0.12,0.0,298.0794448000001,44.746248,433.04699999999997,3.2039999999999997,-3.158,13.770999999999999,0.069,-0.069,11.755999999999998,0.019,-0.019,13.5393,0.000219,-0.000219
1,2,13.817124,0.000155,-0.000155,0.0,0.109,0.0,1.5,0.67,-0.67,0.0,0.134,0.06,-0.06,0.0,2.86,0.0,0.00899,0.0,0.0,0.0,72.12,2.6,-2.49,0.0,781.0,0.0,0,5731.0,200.0,-200.0,0.0,1.06,0.47,-0.47,0.0,0.95,0.04,-0.05,0.0,0.03,0.131,-0.158,0.0,4.34,0.3,-0.3,0.0,295.5712566,49.774514,695.65,8.646,-8.44,14.488,0.114,-0.114,12.685,0.027999999999999997,-0.027999999999999997,14.325,0.000252,-0.000252
1,2,41.885775,0.00022799999999999999,-0.00022799999999999999,0.0,0.22899999999999998,0.0,3.01,1.34,-1.34,0.0,0.269,0.12,-0.12,0.0,9.32,0.0,0.0293,0.0,0.0,0.0,16.42,0.59,-0.57,0.0,540.0,0.0,0,5731.0,200.0,-200.0,0.0,1.06,0.47,-0.47,0.0,0.95,0.04,-0.05,0.0,0.03,0.131,-0.158,0.0,4.34,0.3,-0.3,0.0,295.5712566,49.774514,695.65,8.646,-8.44,14.488,0.114,-0.114,12.685,0.027999999999999997,-0.027999999999999997,14.325,0.000252,-0.000252
1,2,3.137873,1.3000000000000001e-05,-1.3000000000000001e-05,0.0,0.04,0.0,1.27,0.62,-0.62,0.0,0.113,0.055,-0.055,0.0,2.15,0.0,0.00678,0.0,0.0,0.0,255.58,9.84,-9.43,0.0,1041.0,0.0,0,5333.0,200.0,-200.0,0.0,0.75,0.37,-0.37,0.0,0.85,0.03,-0.03,0.0,-0.023,0.046,-0.046,0.0,4.62,0.3,-0.3,0.0,296.1512831,50.09578060000001,609.283,7.946000000000001,-7.946000000000001,14.854000000000001,0.10300000000000001,-0.10300000000000001,12.876,0.03,-0.03,14.7137,0.000314,-0.000314
1,2,4.302149,8e-06,-8e-06,0.0,0.049,0.0,1.99,0.98,-0.98,0.0,0.17800000000000002,0.087,-0.087,0.0,4.62,0.0,0.0145,0.0,0.0,0.0,168.19,6.48,-6.21,0.0,937.0,0.0,0,5333.0,200.0,-200.0,0.0,0.75,0.37,-0.37,0.0,0.85,0.03,-0.03,0.0,-0.023,0.046,-0.046,0.0,4.62,0.3,-0.3,0.0,296.1512831,50.09578060000001,609.283,7.946000000000001,-7.946000000000001,14.854000000000001,0.10300000000000001,-0.10300000000000001,12.876,0.03,-0.03,14.7137,0.000314,-0.000314
1,2,9.825792,6.2e-05,-6.2e-05,0.0,0.096,0.0,2.58,1.18,-1.18,0.0,0.23,0.105,-0.105,0.0,7.18,0.0,0.0226,0.0,0.0,0.0,239.79,18.45,-16.87,0.0,935.0,0.0,0,6250.0,200.0,-200.0,0.0,1.15,0.51,-0.51,0.0,1.16,0.13,-0.08,0.0,0.07200000000000001,0.023,-0.023,0.0,4.4,0.3,-0.3,0.0,289.8301128,50.5862025,1549.09,50.53,-50.53,14.942,0.126,-0.126,13.517999999999999,0.038,-0.038,14.8737,0.000342,-0.000342
1,2,20.684342,9.7e-05,-9.7e-05,0.0,0.157,0.0,3.43,1.53,-1.53,0.0,0.306,0.136,-0.136,0.0,11.6,0.0,0.0366,0.0,0.0,0.0,88.85,6.83,-6.25,0.0,729.0,0.0,0,6250.0,200.0,-200.0,0.0,1.15,0.51,-0.51,0.0,1.16,0.13,-0.08,0.0,0.07200000000000001,0.023,-0.023,0.0,4.4,0.3,-0.3,0.0,289.8301128,50.5862025,1549.09,50.53,-50.53,14.942,0.126,-0.126,13.517999999999999,0.038,-0.038,14.8737,0.000342,-0.000342
1,2,5.687945,2e-05,-2e-05,0.0,0.064,0.0,2.06,0.89,-0.89,0.0,0.184,0.079,-0.079,0.0,4.9,0.0,0.0154,0.0,0.0,0.0,281.85,18.54,-17.25,0.0,1088.0,0.0,0,5888.0,200.0,-200.0,0.0,0.96,0.41,-0.41,0.0,0.94,0.07,-0.05,0.0,0.101,0.085,-0.085,0.0,4.5,0.3,-0.3,0.0,293.5308112,39.3159329,1050.64,27.69,-27.69,14.993,0.024,-0.024,13.308,0.039,-0.039,14.8934,0.000357,-0.000357
1,2,11.637071,5.5e-05,-5.5e-05,0.0,0.10300000000000001,0.0,2.27,0.98,-0.98,0.0,0.203,0.087,-0.087,0.0,35.7,0.0,0.11199999999999999,0.0,0.0,0.0,108.72,7.15,-6.66,0.0,857.0,0.0,0,5888.0,200.0,-200.0,0.0,0.96,0.41,-0.41,0.0,0.94,0.07,-0.05,0.0,0.101,0.085,-0.085,0.0,4.5,0.3,-0.3,0.0,293.5308112,39.3159329,1050.64,27.69,-27.69,14.993,0.024,-0.024,13.308,0.039,-0.039,14.8934,0.000357,-0.000357
1,3,10.687576,2.5e-05,-2.5e-05,0.0,0.092,0.0,2.36,1.33,-1.33,0.0,0.211,0.119,-0.119,0.0,6.17,0.0,0.0194,0.0,0.0,0.0,70.36,2.36,-2.29,0.0,780.0,0.0,0,5788.0,200.0,-200.0,0.0,0.87,0.49,-0.49,0.0,0.97,0.05,-0.05,0.0,-0.196,0.013,-0.013,0.0,4.51,0.3,-0.3,0.0,291.9518784,43.0746172,610.326,6.0115,-6.0115,14.42,0.069,-0.069,12.69,0.028999999999999998,-0.028999999999999998,14.3115,0.000241,-0.000241
1,3,20.303005,8.7e-05,-8.7e-05,0.0,0.141,0.0,1.97,1.11,-1.11,0.0,0.17600000000000002,0.099,-0.099,0.0,8.8,0.0,0.027999999999999997,0.0,0.0,0.0,29.88,1.0,-0.97,0.0,630.0,0.0,0,5788.0,200.0,-200.0,0.0,0.87,0.49,-0.49,0.0,0.97,0.05,-0.05,0.0,-0.196,0.013,-0.013,0.0,4.51,0.3,-0.3,0.0,291.9518784,43.0746172,610.326,6.0115,-6.0115,14.42,0.069,-0.069,12.69,0.028999999999999998,-0.028999999999999998,14.3115,0.000241,-0.000241
1,3,29.022358,0.000176,-0.000176,0.0,0.179,0.0,2.49,1.41,-1.41,0.0,0.222,0.126,-0.126,0.0,6.76,0.0,0.0213,0.0,0.0,0.0,18.56,0.62,-0.6,0.0,559.0,0.0,0,5788.0,200.0,-200.0,0.0,0.87,0.49,-0.49,0.0,0.97,0.05,-0.05,0.0,-0.196,0.013,-0.013,0.0,4.51,0.3,-0.3,0.0,291.9518784,43.0746172,610.326,6.0115,-6.0115,14.42,0.069,-0.069,12.69,0.028999999999999998,-0.028999999999999998,14.3115,0.000241,-0.000241
1,2,1.6329,5e-06,-5e-06,0.0,0.026000000000000002,0.0,1.17,0.67,-0.67,0.0,0.104,0.06,-0.06,0.0,1.71,0.0,0.005370000000000001,0.0,0.0,0.0,475.51,11.21,-10.96,0.0,1237.0,0.0,0,5208.0,200.0,-200.0,0.0,0.81,0.46,-0.46,0.0,0.81,0.04,-0.03,0.0,0.16,0.15,-0.15,0.0,4.54,0.3,-0.3,0.0,282.4681674,43.8899464,466.735,4.744,-4.652,14.562000000000001,0.126,-0.126,12.515,0.013000000000000001,-0.013000000000000001,14.4426,0.000325,-0.000325
1,2,20.729042,9.7e-05,-9.7e-05,0.0,0.139,0.0,2.02,1.17,-1.17,0.0,0.18,0.104,-0.104,0.0,4.74,0.0,0.0149,0.0,0.0,0.0,16.03,0.38,-0.37,0.0,530.0,0.0,0,5208.0,200.0,-200.0,0.0,0.81,0.46,-0.46,0.0,0.81,0.04,-0.03,0.0,0.16,0.15,-0.15,0.0,4.54,0.3,-0.3,0.0,282.4681674,43.8899464,466.735,4.744,-4.652,14.562000000000001,0.126,-0.126,12.515,0.013000000000000001,-0.013000000000000001,14.4426,0.000325,-0.000325
1,5,3.8867906999999997,6.2e-06,-6.3e-06,0.0,0.0343,0.0,1.07,0.12,-0.12,0.0,0.095,0.011,-0.011,0.0,1.24,0.0,0.0039,0.0,0.0,0.0,37.37,3.8,-3.48,0.0,571.0,0.0,0,3788.0,54.0,-54.0,0.0,0.47,0.05,-0.05,0.0,0.48,0.06,-0.06,0.0,-0.28,0.1,-0.1,0.0,4.77,0.07,-0.07,0.0,298.652736,43.9549884,177.59400000000002,0.774,-0.774,15.138,0.08,-0.08,11.605,0.018000000000000002,-0.018000000000000002,14.5994,0.000356,-0.000356
1,5,7.267302000000001,1.2e-05,-1.1e-05,0.0,0.0451,0.0,1.25,0.14,-0.14,0.0,0.112,0.012,-0.012,0.0,2.1,0.0,0.0066,0.0,0.0,0.0,13.98,1.36,-0.83,0.0,464.0,0.0,0,3788.0,54.0,-54.0,0.0,0.47,0.05,-0.05,0.0,0.48,0.06,-0.06,0.0,-0.28,0.1,-0.1,0.0,4.77,0.07,-0.07,0.0,298.652736,43.9549884,177.59400000000002,0.774,-0.774,15.138,0.08,-0.08,11.605,0.018000000000000002,-0.018000000000000002,14.5994,0.000356,-0.000356
1,5,13.342996,2.5e-05,-2.4e-05,0.0,0.0781,0.0,1.4,0.16,-0.16,0.0,0.125,0.014,-0.014,0.0,2.54,0.0,0.008,0.0,0.0,0.0,7.2,0.73,-0.67,0.0,379.0,0.0,0,3788.0,54.0,-54.0,0.0,0.47,0.05,-0.05,0.0,0.48,0.06,-0.06,0.0,-0.28,0.1,-0.1,0.0,4.77,0.07,-0.07,0.0,298.652736,43.9549884,177.59400000000002,0.774,-0.774,15.138,0.08,-0.08,11.605,0.018000000000000002,-0.018000000000000002,14.5994,0.000356,-0.000356
1,5,22.407704000000003,7.4e-05,-7.2e-05,0.0,0.11,0.0,1.27,0.15,-0.14,0.0,0.113,0.013,-0.012,0.0,2.15,0.0,0.00678,0.0,0.0,0.0,3.61,0.37,-0.34,0.0,319.0,0.0,0,3788.0,54.0,-54.0,0.0,0.47,0.05,-0.05,0.0,0.48,0.06,-0.06,0.0,-0.28,0.1,-0.1,0.0,4.77,0.07,-0.07,0.0,298.652736,43.9549884,177.59400000000002,0.774,-0.774,15.138,0.08,-0.08,11.605,0.018000000000000002,-0.018000000000000002,14.5994,0.000356,-0.000356
1,5,129.9441,0.0013,-0.0012,0.0,0.43200000000000005,0.0,1.17,0.08,-0.08,0.0,0.104,0.006999999999999999,-0.006999999999999999,0.0,1.71,0.0,0.005370000000000001,0.0,0.04,-1.0,0.3,0.1,-0.15,0.0,177.0,0.0,0,3755.0,90.0,-90.0,0.0,0.52,0.02,-0.02,0.0,0.54,0.02,-0.02,0.0,-0.26,0.12,-0.12,0.0,4.74,0.02,-0.02,0.0,298.652736,43.9549884,177.59400000000002,0.774,-0.774,15.138,0.08,-0.08,11.605,0.018000000000000002,-0.018000000000000002,14.5994,0.000356,-0.000356
1,2,4.938864,5.7999999999999994e-05,-5.7999999999999994e-05,0.0,0.059000000000000004,0.0,1.41,0.28,-0.28,0.0,0.126,0.025,-0.025,0.0,2.57,0.0,0.00809,0.0,0.0,0.0,902.24,58.02,-53.97,0.0,1244.0,0.0,0,6105.0,129.0,-129.0,0.0,1.29,0.25,-0.25,0.0,1.11,0.06,-0.06,0.0,-0.02,0.093,-0.099,0.0,4.27,0.15,-0.15,0.0,299.7964955,44.0892448,1143.0,33.31,-31.51,14.297,0.08,-0.08,12.565999999999999,0.023,-0.023,14.1753,0.00027,-0.00027
1,2,10.640263000000001,4.8e-05,-4.8e-05,0.0,0.099,0.0,2.67,0.52,-0.52,0.0,0.238,0.046,-0.046,0.0,7.61,0.0,0.0239,0.0,0.0,0.0,324.13,20.84,-19.39,0.0,963.0,0.0,0,6105.0,129.0,-129.0,0.0,1.29,0.25,-0.25,0.0,1.11,0.06,-0.06,0.0,-0.02,0.093,-0.099,0.0,4.27,0.15,-0.15,0.0,299.7964955,44.0892448,1143.0,33.31,-31.51,14.297,0.08,-0.08,12.565999999999999,0.023,-0.023,14.1753,0.00027,-0.00027
1,2,2.061897,1e-05,-1e-05,0.0,0.032,0.0,1.68,0.76,-0.76,0.0,0.15,0.068,-0.068,0.0,3.46,0.0,0.0109,0.0,0.0,0.0,1069.23,56.56,-53.27,0.0,1463.0,0.0,0,6021.0,200.0,-200.0,0.0,1.14,0.51,-0.51,0.0,0.98,0.04,-0.06,0.0,0.14,0.15,-0.15,0.0,4.35,0.3,-0.3,0.0,281.2797173,44.3154743,968.544,22.38,-21.409000000000002,14.719000000000001,0.08,-0.08,13.144,0.027000000000000003,-0.027000000000000003,14.6336,0.000337,-0.000337
1,2,5.996553,1.4999999999999999e-05,-1.4999999999999999e-05,0.0,0.066,0.0,3.19,1.45,-1.45,0.0,0.285,0.129,-0.129,0.0,10.3,0.0,0.0324,0.0,0.0,0.0,257.35,13.61,-12.82,0.0,1025.0,0.0,0,6021.0,200.0,-200.0,0.0,1.14,0.51,-0.51,0.0,0.98,0.04,-0.06,0.0,0.14,0.15,-0.15,0.0,4.35,0.3,-0.3,0.0,281.2797173,44.3154743,968.544,22.38,-21.409000000000002,14.719000000000001,0.08,-0.08,13.144,0.027000000000000003,-0.027000000000000003,14.6336,0.000337,-0.000337
1,2,10.399931,8.499999999999999e-05,-8.499999999999999e-05,0.0,0.08800000000000001,0.0,1.21,0.61,-0.61,0.0,0.108,0.054000000000000006,-0.054000000000000006,0.0,1.92,0.0,0.00606,0.0,0.0,0.0,45.39,1.49,-1.44,0.0,678.0,0.0,0,5235.0,200.0,-200.0,0.0,0.75,0.38,-0.38,0.0,0.79,0.05,-0.03,0.0,-0.02,0.141,-0.153,0.0,4.62,0.3,-0.3,0.0,287.5646296,44.3050662,591.534,7.1339999999999995,-6.968999999999999,14.970999999999998,0.183,-0.183,12.921,0.024,-0.024,14.8213,0.00034,-0.00034
1,2,20.134866,5.6999999999999996e-05,-5.6999999999999996e-05,0.0,0.13699999999999998,0.0,2.38,1.19,-1.19,0.0,0.212,0.106,-0.106,0.0,22.7,0.0,0.071,0.0,0.0,0.0,18.81,0.62,-0.59,0.0,544.0,0.0,0,5235.0,200.0,-200.0,0.0,0.75,0.38,-0.38,0.0,0.79,0.05,-0.03,0.0,-0.02,0.141,-0.153,0.0,4.62,0.3,-0.3,0.0,287.5646296,44.3050662,591.534,7.1339999999999995,-6.968999999999999,14.970999999999998,0.183,-0.183,12.921,0.024,-0.024,14.8213,0.00034,-0.00034
1,3,9.28716,4e-05,-5.9999999999999995e-05,0.0,0.0835,0.0,2.209,0.048,-0.048,0.0,0.197,0.004,-0.004,0.0,8.4,0.0,0.02643,0.0,0.12,0.0,93.54,1.84,-1.82,0.0,762.0,0.0,1,5544.0,20.0,-20.0,0.0,0.86,0.02,-0.02,0.0,0.94,0.04,-0.04,0.0,-0.08,0.02,-0.02,0.0,4.51,0.03,-0.03,0.0,290.4209694,37.8516556,218.562,0.975,-0.966,12.035,0.026000000000000002,-0.026000000000000002,10.318,0.019,-0.019,11.8763,0.000173,-0.000173
1,3,28.730999999999998,0.012,-0.005,0.0,0.03,0.0,3.68,0.11,-0.11,0.0,0.328,0.01,-0.01,0.0,13.1,0.0,0.04122,0.0,0.21,0.0,417.24,8.12,-7.99,0.0,1166.0,0.0,0,5544.0,20.0,-20.0,0.0,0.86,0.02,-0.02,0.0,0.94,0.04,-0.04,0.0,-0.08,0.02,-0.02,0.0,4.51,0.03,-0.03,0.0,290.4209694,37.8516556,218.562,0.975,-0.966,12.035,0.026000000000000002,-0.026000000000000002,10.318,0.019,-0.019,11.8763,0.000173,-0.000173
1,3,62.95,0.04,-0.3,0.0,0.03,0.0,5.06,0.11,-0.11,0.0,0.451,0.01,-0.01,0.0,22.5,0.0,0.07078999999999999,0.0,0.05,0.0,417.24,8.12,-7.99,0.0,1166.0,0.0,0,5544.0,20.0,-20.0,0.0,0.86,0.02,-0.02,0.0,0.94,0.04,-0.04,0.0,-0.08,0.02,-0.02,0.0,4.51,0.03,-0.03,0.0,290.4209694,37.8516556,218.562,0.975,-0.966,12.035,0.026000000000000002,-0.026000000000000002,10.318,0.019,-0.019,11.8763,0.000173,-0.000173
1,2,2.0199990000000003,3e-06,-3e-06,0.0,0.03,0.0,1.56,0.11,-0.11,0.0,0.139,0.01,-0.01,0.0,3.05,0.0,0.00961,0.0,0.0,0.0,417.24,8.12,-7.99,0.0,1166.0,0.0,0,5106.0,100.0,-100.0,0.0,0.8,0.05,-0.05,0.0,0.86,0.03,-0.03,0.0,0.02,0.104,-0.109,0.0,4.56,0.15,-0.15,0.0,288.5839761000001,44.7337701,433.38699999999994,2.767,-2.733,14.335999999999999,0.069,-0.069,12.231,0.016,-0.016,14.1175,0.000246,-0.000246
1,2,3.7630239999999997,9e-06,-9e-06,0.0,0.045,0.0,1.46,0.1,-0.1,0.0,0.13,0.009000000000000001,-0.009000000000000001,0.0,2.73,0.0,0.00859,0.0,0.0,0.0,181.7,3.54,-3.48,0.0,948.0,0.0,0,5106.0,100.0,-100.0,0.0,0.8,0.05,-0.05,0.0,0.86,0.03,-0.03,0.0,0.02,0.104,-0.109,0.0,4.56,0.15,-0.15,0.0,288.5839761000001,44.7337701,433.38699999999994,2.767,-2.733,14.335999999999999,0.069,-0.069,12.231,0.016,-0.016,14.1175,0.000246,-0.000246
1,3,9.939632000000001,6.6e-05,-6.6e-05,0.0,0.087,0.0,1.34,0.66,-0.66,0.0,0.12,0.059,-0.059,0.0,2.36,0.0,0.00742,0.0,0.0,0.0,64.29,11.47,-13.88,0.0,722.0,0.0,0,5282.0,200.0,-200.0,0.0,0.79,0.39,-0.39,0.0,0.81,0.06,-0.03,0.0,0.13,0.058,-0.058,0.0,4.59,0.3,-0.3,0.0,291.1833211,45.3230937,594.464,7.885,-7.885,14.987,0.092,-0.092,12.883,0.04,-0.04,14.7758,0.0005780000000000001,-0.0005780000000000001
1,3,17.738506,8.2e-05,-8.2e-05,0.0,0.128,0.0,1.86,0.92,-0.92,0.0,0.166,0.08199999999999999,-0.08199999999999999,0.0,4.12,0.0,0.013000000000000001,0.0,0.0,0.0,29.74,5.3,-6.42,0.0,596.0,0.0,0,5282.0,200.0,-200.0,0.0,0.79,0.39,-0.39,0.0,0.81,0.06,-0.03,0.0,0.13,0.058,-0.058,0.0,4.59,0.3,-0.3,0.0,291.1833211,45.3230937,594.464,7.885,-7.885,14.987,0.092,-0.092,12.883,0.04,-0.04,14.7758,0.0005780000000000001,-0.0005780000000000001
1,3,5.94504102,7.63e-06,-7.63e-06,0.0,0.0599,0.0,2.28,0.16,-0.13,0.0,0.203,0.014,-0.012,0.0,5.82,0.0,0.0183,0.0,0.0,0.0,127.64,22.77,-27.56,0.0,857.0,0.0,0,5215.0,102.7,-87.77,0.0,0.8,0.05,-0.04,0.0,0.84,0.04,-0.05,0.0,-0.05,0.157,-0.17,0.0,4.56,0.03,-0.07,0.0,291.1833211,45.3230937,594.464,7.885,-7.885,14.987,0.092,-0.092,12.883,0.04,-0.04,14.7758,0.0005780000000000001,-0.0005780000000000001
1,3,9.926746000000001,1.8e-05,-1.8e-05,0.0,0.09,0.0,2.74,0.45,-0.45,0.0,0.244,0.04,-0.04,0.0,7.95,0.0,0.025,0.0,0.0,0.0,105.3,3.02,-2.92,0.0,803.0,0.0,0,5479.0,100.0,-100.0,0.0,1.01,0.16,-0.16,0.0,0.94,0.03,-0.03,0.0,0.35700000000000004,0.032,-0.032,0.0,4.43,0.15,-0.15,0.0,287.9179379,45.5928829,651.674,6.7435,-6.7435,14.308,0.183,-0.183,12.427,0.021,-0.021,14.1039,0.0002,-0.0002
1,3,21.2234,7.6e-05,-7.6e-05,0.0,0.15,0.0,2.79,0.52,-0.52,0.0,0.249,0.046,-0.046,0.0,8.2,0.0,0.0258,0.0,0.0,0.0,38.22,1.1,-1.06,0.0,623.0,0.0,0,5479.0,100.0,-100.0,0.0,1.01,0.16,-0.16,0.0,0.94,0.03,-0.03,0.0,0.35700000000000004,0.032,-0.032,0.0,4.43,0.15,-0.15,0.0,287.9179379,45.5928829,651.674,6.7435,-6.7435,14.308,0.183,-0.183,12.427,0.021,-0.021,14.1039,0.0002,-0.0002
1,3,6.47027579,4.3200000000000007e-05,-4.3200000000000007e-05,0.0,0.0668,0.0,1.02,0.1,-0.07,0.0,0.091,0.009000000000000001,-0.006,0.0,1.04,0.0,0.00328,0.0,0.0,0.0,186.08,5.33,-5.16,0.0,926.0,0.0,0,5487.0,66.16,-60.56,0.0,0.94,0.08,-0.06,0.0,0.94,0.03,-0.03,0.0,0.13,0.087,-0.096,0.0,4.46,0.06,-0.07,0.0,287.9179379,45.5928829,651.674,6.7435,-6.7435,14.308,0.183,-0.183,12.427,0.021,-0.021,14.1039,0.0002,-0.0002
1,2,11.38848,5.4000000000000005e-05,-5.4000000000000005e-05,0.0,0.106,0.0,2.39,1.08,-1.08,0.0,0.213,0.096,-0.096,0.0,6.3,0.0,0.0198,0.0,0.0,0.0,117.3,6.29,-5.93,0.0,979.0,0.0,0,6335.0,200.0,-200.0,0.0,1.15,0.52,-0.52,0.0,1.14,0.09,-0.09,0.0,0.14,0.15,-0.15,0.0,4.4,0.3,-0.3,0.0,296.4985951000001,46.5772484,1009.1,22.9,-21.929000000000002,14.712,0.046,-0.046,13.218,0.03,-0.03,14.595999999999998,0.000324,-0.000324
1,2,50.697494,0.000446,-0.000446,0.0,0.28600000000000003,0.0,2.75,1.24,-1.24,0.0,0.245,0.111,-0.111,0.0,8.0,0.0,0.0252,0.0,0.0,0.0,16.03,0.86,-0.81,0.0,595.0,0.0,0,6335.0,200.0,-200.0,0.0,1.15,0.52,-0.52,0.0,1.14,0.09,-0.09,0.0,0.14,0.15,-0.15,0.0,4.4,0.3,-0.3,0.0,296.4985951000001,46.5772484,1009.1,22.9,-21.929000000000002,14.712,0.046,-0.046,13.218,0.03,-0.03,14.595999999999998,0.000324,-0.000324
1,3,2.0922810000000003,8e-06,-8e-06,0.0,0.032,0.0,1.51,0.79,-0.79,0.0,0.135,0.07,-0.07,0.0,2.89,0.0,0.00909,0.0,0.0,0.0,953.17,65.1,-60.53,0.0,1648.0,0.0,0,6089.0,200.0,-200.0,0.0,1.02,0.54,-0.54,0.0,1.09,0.08,-0.06,0.0,0.16,0.15,-0.1,0.0,4.42,0.3,-0.3,0.0,291.971429,47.8640498,1097.97,28.77,-27.37,14.969000000000001,0.16,-0.16,13.512,0.046,-0.046,14.9117,0.000302,-0.000302
1,3,17.308032,7.900000000000001e-05,-7.900000000000001e-05,0.0,0.131,0.0,2.59,1.36,-1.36,0.0,0.231,0.121,-0.121,0.0,7.22,0.0,0.0227,0.0,0.0,0.0,56.95,3.89,-3.62,0.0,815.0,0.0,0,6089.0,200.0,-200.0,0.0,1.02,0.54,-0.54,0.0,1.09,0.08,-0.06,0.0,0.16,0.15,-0.1,0.0,4.42,0.3,-0.3,0.0,291.971429,47.8640498,1097.97,28.77,-27.37,14.969000000000001,0.16,-0.16,13.512,0.046,-0.046,14.9117,0.000302,-0.000302
1,3,52.814972999999995,0.000481,-0.000481,0.0,0.275,0.0,2.4,1.26,-1.26,0.0,0.214,0.112,-0.112,0.0,6.35,0.0,0.02,0.0,0.0,0.0,12.86,0.88,-0.82,0.0,562.0,0.0,0,6089.0,200.0,-200.0,0.0,1.02,0.54,-0.54,0.0,1.09,0.08,-0.06,0.0,0.16,0.15,-0.1,0.0,4.42,0.3,-0.3,0.0,291.971429,47.8640498,1097.97,28.77,-27.37,14.969000000000001,0.16,-0.16,13.512,0.046,-0.046,14.9117,0.000302,-0.000302
1,2,8.307872,2e-05,-2e-05,0.0,0.077,0.0,2.03,0.74,-0.74,0.0,0.181,0.066,-0.066,0.0,4.78,0.0,0.015,0.0,0.0,0.0,74.15,2.85,-2.72,0.0,751.0,0.0,1,5329.0,200.0,-200.0,0.0,0.78,0.28,-0.28,0.0,0.84,0.05,-0.05,0.0,-0.11,0.157,-0.194,0.0,4.6,0.3,-0.3,0.0,288.1209338999999,47.9666141,652.0509999999999,8.9,-8.668,14.863,0.114,-0.114,12.959000000000001,0.028999999999999998,-0.028999999999999998,14.7989,0.000309,-0.000309
1,2,34.096863,0.000371,-0.000371,0.0,0.19699999999999998,0.0,1.55,0.57,-0.57,0.0,0.138,0.051,-0.051,0.0,3.02,0.0,0.00951,0.0,0.0,0.0,11.28,0.43,-0.41,0.0,469.0,0.0,0,5329.0,200.0,-200.0,0.0,0.78,0.28,-0.28,0.0,0.84,0.05,-0.05,0.0,-0.11,0.157,-0.194,0.0,4.6,0.3,-0.3,0.0,288.1209338999999,47.9666141,652.0509999999999,8.9,-8.668,14.863,0.114,-0.114,12.959000000000001,0.028999999999999998,-0.028999999999999998,14.7989,0.000309,-0.000309
1,2,20.739886,6.6e-05,-6.6e-05,0.0,0.138,0.0,1.9,0.15,-0.15,0.0,0.17,0.013,-0.013,0.0,4.27,0.0,0.0134,0.0,0.0,0.0,20.73,0.53,-0.52,0.0,536.0,0.0,0,5128.0,100.0,-100.0,0.0,0.78,0.06,-0.06,0.0,0.85,0.03,-0.04,0.0,-0.02,0.105,-0.101,0.0,4.57,0.15,-0.15,0.0,284.9685077000001,42.0791214,451.31199999999995,3.157,-3.115,14.239,0.092,-0.092,12.235,0.023,-0.023,14.1033,0.000209,-0.000209
1,2,47.427737,0.000223,-0.000223,0.0,0.24,0.0,2.24,0.17,-0.17,0.0,0.2,0.015,-0.015,0.0,5.65,0.0,0.0178,0.0,0.0,0.0,6.88,0.18,-0.17,0.0,407.0,0.0,1,5128.0,100.0,-100.0,0.0,0.78,0.06,-0.06,0.0,0.85,0.03,-0.04,0.0,-0.02,0.105,-0.101,0.0,4.57,0.15,-0.15,0.0,284.9685077000001,42.0791214,451.31199999999995,3.157,-3.115,14.239,0.092,-0.092,12.235,0.023,-0.023,14.1033,0.000209,-0.000209
