,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasselim,pl_bmassj,pl_bmassjlim,pl_orbeccen,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqtlim
755,1802.29,24.12,-22.92,0.0,2.971,0.0,13.9,0.56,-0.56,0.0,1.24,0.05,-0.05,0.0,290.81445,0.0,0.915,0.0,0.042,0.0,1451.24,6.24,-5.76,0.0,2061.0,0.0
756,3.4442,0.0002,-0.0002,0.0,0.04,0.0,14.3,0.56,-0.56,0.0,1.28,0.05,-0.05,0.0,133.4886,0.0,0.42,0.0,0.0,0.0,1451.24,244.0,-222.0,0.0,2061.0,0.0
757,4.12688,5e-05,-4e-05,0.0,0.0568,0.0,16.141,0.56,-0.56,0.0,1.44,0.05,-0.05,0.0,371.8611,0.0,1.17,0.0,0.091,0.0,1451.24,244.0,-222.0,0.0,2061.0,0.0
758,42.378,0.01,-0.01,0.0,1.271,0.0,2.84,0.08,-0.08,0.0,0.254,0.006999999999999999,-0.006999999999999999,0.0,8.47,0.0,0.02665,0.0,0.04,0.0,1625.0,244.0,-222.0,0.0,450.0,0.0
759,428.1,1.1,-1.1,0.0,1.271,0.0,13.5,0.08,-0.08,0.0,1.21,0.006999999999999999,-0.006999999999999999,0.0,495.8,0.0,1.56,0.0,0.06,0.0,1625.0,244.0,-222.0,0.0,450.0,0.0
760,2198.14,54.11,-50.34,0.0,3.242,0.0,13.6,0.08,-0.08,0.0,1.21,0.006999999999999999,-0.006999999999999999,0.0,474.83802000000003,0.0,1.494,0.0,0.141,0.0,1625.0,244.0,-222.0,0.0,450.0,0.0
761,18.02,0.01,-0.02,0.0,0.125,0.0,14.1,0.08,-0.08,0.0,1.25,0.006999999999999999,-0.006999999999999999,0.0,211.35695,0.0,0.665,0.0,0.047,0.0,1625.0,244.0,-222.0,0.0,450.0,0.0
762,36.07,0.26,-0.09,0.0,0.198,0.0,8.24,0.08,-0.08,0.0,0.735,0.006999999999999999,-0.006999999999999999,0.0,51.488459999999996,0.0,0.162,0.0,0.015,0.0,1625.0,244.0,-222.0,0.0,450.0,0.0
763,5174.0,171.0,-82.0,0.0,5.448,0.0,12.8,0.08,-0.08,0.0,1.14,0.006999999999999999,-0.006999999999999999,0.0,1721.04945,0.0,5.415,0.0,0.389,0.0,1625.0,244.0,-222.0,0.0,450.0,0.0
764,379.0,2.0,-2.0,0.0,1.02,0.0,12.8,0.08,-0.08,0.0,1.14,0.006999999999999999,-0.006999999999999999,0.0,1875.197,0.0,5.9,0.0,0.05,0.0,1625.0,244.0,-222.0,0.0,450.0,0.0
765,1116.0,26.0,-26.0,0.0,2.15,0.0,13.7,0.08,-0.08,0.0,1.22,0.006999999999999999,-0.006999999999999999,0.0,368.67,0.0,1.16,0.0,0.81,0.0,1625.0,244.0,-222.0,0.0,450.0,0.0
766,6.0881,0.0018,-0.0018,0.0,0.06,0.0,13.8,0.08,-0.08,0.0,1.23,0.006999999999999999,-0.006999999999999999,0.0,311.4734,0.0,0.98,0.0,0.09,0.0,1625.0,244.0,-222.0,0.0,450.0,0.0
767,8.7836,0.0054,-0.0054,0.0,0.066,0.0,2.83,0.08,-0.08,0.0,0.253,0.006999999999999999,-0.006999999999999999,0.0,8.4,0.0,0.026,0.0,0.0,0.0,1625.0,244.0,-222.0,0.0,450.0,0.0
768,380.2,1.6,-1.6,0.0,1.18,0.0,13.5,0.08,-0.08,0.0,1.21,0.006999999999999999,-0.006999999999999999,0.0,490.09385999999995,0.0,1.5419999999999998,0.0,0.149,0.0,1625.0,244.0,-222.0,0.0,1669.0,0.0
769,1362.3,4.6,-4.0,0.0,2.28,0.0,13.3,0.08,-0.08,0.0,1.18,0.006999999999999999,-0.006999999999999999,0.0,762.7919999999998,0.0,2.4,0.0,0.459,0.0,1625.0,244.0,-222.0,0.0,1669.0,0.0
770,2443.0,160.0,-160.0,0.0,3.43,0.0,13.3,0.08,-0.08,0.0,1.18,0.006999999999999999,-0.006999999999999999,0.0,772.3269,0.0,2.43,0.0,0.08,0.0,1625.0,244.0,-222.0,0.0,1669.0,0.0
771,311.60001,1.8,-1.8,0.0,1.23,0.0,13.6,0.08,-0.08,0.0,1.21,0.006999999999999999,-0.006999999999999999,0.0,435.4271,0.0,1.37,0.0,0.13,0.0,1625.0,244.0,-222.0,0.0,1669.0,0.0
772,2527.83,4.71,-4.69,0.0,3.704,0.0,12.6,0.08,-0.08,0.0,1.12,0.006999999999999999,-0.006999999999999999,0.0,2740.33026,0.0,8.622,0.0,0.162,0.0,1625.0,244.0,-222.0,0.0,1669.0,0.0
773,11613.0,1837.0,-1837.0,0.0,9.89,0.0,12.6,0.08,-0.08,0.0,1.13,0.006999999999999999,-0.006999999999999999,0.0,2415.508,0.0,7.6,0.0,0.22,0.0,1625.0,244.0,-222.0,0.0,1669.0,0.0
774,1157.0,27.0,-27.0,0.0,2.34,0.0,13.7,0.08,-0.08,0.0,1.22,0.006999999999999999,-0.006999999999999999,0.0,387.7526,0.0,1.22,0.0,0.76,0.0,1625.0,244.0,-222.0,0.0,1669.0,0.0
775,1684.0,61.0,-61.0,0.0,2.69,0.0,14.3,0.08,-0.08,0.0,1.27,0.006999999999999999,-0.006999999999999999,0.0,149.37,0.0,0.47,0.0,0.18,0.0,1625.0,244.0,-222.0,0.0,1669.0,0.0
776,847.0,20.0,-20.0,0.0,1.85,0.0,13.5,0.08,-0.08,0.0,1.21,0.006999999999999999,-0.006999999999999999,0.0,491.68300999999997,0.0,1.547,0.0,0.061,0.0,1625.0,244.0,-222.0,0.0,1669.0,0.0
777,466.0,3.0,-3.0,0.0,1.26,0.0,14.1,0.08,-0.08,0.0,1.26,0.006999999999999999,-0.006999999999999999,0.0,197.0546,0.0,0.62,0.0,0.3,0.0,1625.0,244.0,-222.0,0.0,1669.0,0.0
778,16.5535,0.0034,-0.0035,0.0,0.1254,0.0,3.22,0.08,-0.08,0.0,0.28800000000000003,0.006999999999999999,-0.006999999999999999,0.0,10.47,0.0,0.0329,0.0,0.1,0.0,1625.0,244.0,-222.0,0.0,1669.0,0.0
779,51.2053,0.0373,-0.0368,0.0,0.2663,0.0,3.85,0.08,-0.08,0.0,0.34299999999999997,0.006999999999999999,-0.006999999999999999,0.0,14.16,0.0,0.0445,0.0,0.04,0.0,1625.0,244.0,-222.0,0.0,1669.0,0.0
780,271.6737,2.1135,-2.2471,0.0,0.8098,0.0,3.46,0.08,-0.08,0.0,0.309,0.006999999999999999,-0.006999999999999999,0.0,11.82,0.0,0.0372,0.0,0.24,0.0,1625.0,244.0,-222.0,0.0,1669.0,0.0
781,0.959624,2.8000000000000006e-05,-2.8000000000000006e-05,0.0,0.0186,0.0,1.7,0.08,-0.08,0.0,0.152,0.006999999999999999,-0.006999999999999999,0.0,5.02,0.0,0.015790000000000002,0.0,0.0,0.0,1625.0,244.0,-222.0,0.0,1669.0,0.0
782,29.83832,0.002905,-0.003199,0.0,0.1841,0.0,2.86,0.22,-0.22,0.0,0.255,0.02,-0.02,0.0,9.8,0.0,0.03083,0.0,0.267,1.0,16.6,2.5,-2.3,0.0,531.0,0.0
783,8.509,0.045,-0.045,0.0,0.07757,0.0,2.52,0.303,-0.28,0.0,0.225,0.027000000000000003,-0.025,0.0,6.9,0.0,0.02171,0.0,0.36,0.0,88.9,6.2,-6.2,0.0,990.0,0.0
784,157.54,0.38,-0.38,0.0,0.59,0.0,13.1,0.303,-0.28,0.0,1.17,0.027000000000000003,-0.025,0.0,966.16,0.0,3.04,0.0,0.01,0.0,98.09,8.08,-7.2,0.0,990.0,0.0
785,2372.0,26.0,-26.0,0.0,3.41,0.0,14.0,0.303,-0.28,0.0,1.25,0.027000000000000003,-0.025,0.0,222.481,0.0,0.7,0.0,0.07,0.0,98.09,8.08,-7.2,0.0,990.0,0.0
786,3.3877300000000004,8e-05,-8e-05,0.0,0.04,0.0,14.3,0.303,-0.28,0.0,1.27,0.027000000000000003,-0.025,0.0,152.5584,0.0,0.48,0.0,0.0,0.0,98.09,8.08,-7.2,0.0,990.0,0.0
787,326.0,1.2,-1.2,0.0,1.07,0.0,13.6,0.303,-0.28,0.0,1.21,0.027000000000000003,-0.025,0.0,440.19455,0.0,1.385,0.0,0.066,0.0,98.09,8.08,-7.2,0.0,876.0,0.0
788,834.0,29.0,-24.0,0.0,0.1436,0.0,12.8,0.303,-0.28,0.0,1.14,0.027000000000000003,-0.025,0.0,1897.4451,0.0,5.97,0.0,0.05,0.0,98.09,8.08,-7.2,0.0,876.0,0.0
789,18.71204,0.00043,-0.00043,0.0,0.1436,0.0,9.718,0.303,-0.28,0.0,0.867,0.027000000000000003,-0.025,0.0,77.55051999999998,0.0,0.244,0.0,0.032,0.0,98.09,8.08,-7.2,0.0,876.0,0.0
790,18.1991,0.0017,-0.0017,0.0,0.1508,0.0,12.5,0.2905,-0.23,0.0,1.12,0.026000000000000002,-0.021,0.0,104.56607,0.0,0.329,0.0,0.399,0.0,99.27,6.24,-5.76,0.0,910.0,0.0
791,388.0,3.0,-3.0,0.0,1.1,0.0,12.5,0.2905,-0.23,0.0,1.12,0.026000000000000002,-0.021,0.0,2892.1,0.0,9.1,0.0,0.34,0.0,99.27,6.24,-5.76,0.0,910.0,0.0
792,551.40002,7.8,-7.8,0.0,1.6,0.0,13.4,0.2905,-0.23,0.0,1.19,0.026000000000000002,-0.021,0.0,638.8383,0.0,2.01,0.0,0.15,0.0,99.27,6.24,-5.76,0.0,910.0,0.0
793,916.0,29.5,-29.5,0.0,2.24,0.0,13.5,0.2905,-0.23,0.0,1.2,0.026000000000000002,-0.021,0.0,556.2025,0.0,1.75,0.0,0.13,0.0,99.27,6.24,-5.76,0.0,910.0,0.0
794,1049.0,11.0,-11.0,0.0,2.07,0.0,13.9,0.2905,-0.23,0.0,1.24,0.026000000000000002,-0.021,0.0,260.6206,0.0,0.82,0.0,0.27,0.0,99.27,6.24,-5.76,0.0,910.0,0.0
795,214.67,0.45,-0.45,0.0,0.7181,0.0,8.42,0.2905,-0.23,0.0,0.752,0.026000000000000002,-0.021,0.0,53.5,0.0,0.168,0.0,0.036000000000000004,0.0,99.27,6.24,-5.76,0.0,910.0,0.0
796,117.87,0.18,-0.18,0.0,0.4817,0.0,6.07,0.2905,-0.23,0.0,0.542,0.026000000000000002,-0.021,0.0,30.7,0.0,0.097,0.0,0.027000000000000003,0.0,99.27,6.24,-5.76,0.0,910.0,0.0
797,49.175,0.045,-0.045,0.0,0.2687,0.0,4.26,0.2905,-0.23,0.0,0.38,0.026000000000000002,-0.021,0.0,16.8,0.0,0.0529,0.0,0.09,0.0,99.27,6.24,-5.76,0.0,910.0,0.0
798,676.8,7.9,-7.9,0.0,1.543,0.0,6.88,0.2905,-0.23,0.0,0.613,0.026000000000000002,-0.021,0.0,37.9,0.0,0.119,0.0,0.031,0.0,99.27,6.24,-5.76,0.0,910.0,0.0
799,5700.0,1500.0,-1500.0,0.0,6.36,0.0,13.6,0.2905,-0.23,0.0,1.21,0.026000000000000002,-0.021,0.0,120.6,0.0,0.38,0.0,0.032,0.0,99.27,6.24,-5.76,0.0,910.0,0.0
800,82.46700000000001,0.019,-0.019,0.0,0.389,0.0,13.0,0.2905,-0.23,0.0,1.16,0.026000000000000002,-0.021,0.0,1195.0408,0.0,3.76,0.0,0.389,0.0,99.27,6.24,-5.76,0.0,910.0,0.0
801,62.25,0.004,-0.004,0.0,0.295,0.0,10.1,0.2905,-0.23,0.0,0.899,0.026000000000000002,-0.021,0.0,72.46524000000002,0.0,0.228,0.0,0.645,0.0,99.27,6.24,-5.76,0.0,910.0,0.0
802,154.378,0.08900000000000001,-0.08900000000000001,0.0,0.53364,0.0,14.0,0.2905,-0.23,0.0,1.25,0.026000000000000002,-0.021,0.0,214.53525,0.0,0.675,0.0,0.054000000000000006,0.0,3.16,0.61,-0.55,0.0,910.0,0.0
803,885.5,5.1,-5.1,0.0,1.71,0.0,14.1,0.2905,-0.23,0.0,1.25,0.026000000000000002,-0.021,0.0,207.22516000000002,0.0,0.652,0.0,0.125,0.0,3.16,0.61,-0.55,0.0,910.0,0.0
804,1862.0,38.0,-38.0,0.0,2.807,0.0,14.0,0.2905,-0.23,0.0,1.25,0.026000000000000002,-0.021,0.0,221.20968,0.0,0.696,0.0,0.16,0.0,3.16,0.61,-0.55,0.0,910.0,0.0
805,55.01292,0.00062,-0.00062,0.0,0.277,0.0,13.2,0.2905,-0.23,0.0,1.18,0.026000000000000002,-0.021,0.0,854.9627,0.0,2.69,0.0,0.6745,0.0,3.16,0.61,-0.55,0.0,910.0,0.0
806,2720.0,15.0,-15.0,0.0,3.74,0.0,13.1,0.2905,-0.23,0.0,1.17,0.026000000000000002,-0.021,0.0,1013.8777,0.0,3.19,0.0,0.03,0.0,3.16,0.61,-0.55,0.0,910.0,0.0
807,363.20001,1.6,-1.6,0.0,1.02,0.0,14.0,0.2905,-0.23,0.0,1.25,0.026000000000000002,-0.021,0.0,127.132,0.0,0.4,0.0,0.41,0.0,3.16,0.61,-0.55,0.0,910.0,0.0
808,14.30944,0.0003,-0.0003,0.0,0.1294,0.0,13.9,0.2905,-0.23,0.0,1.24,0.026000000000000002,-0.021,0.0,253.31051000000002,0.0,0.797,0.0,0.28,0.0,3.16,0.61,-0.55,0.0,910.0,0.0
809,2136.1,3.1,-3.1,0.0,3.64,0.0,12.3,0.2905,-0.23,0.0,1.1,0.026000000000000002,-0.021,0.0,4128.6117,0.0,12.99,0.0,0.3407,0.0,3.16,0.61,-0.55,0.0,910.0,0.0
810,685.25,0.85,-0.85,0.0,1.6230000000000002,0.0,12.5,0.2905,-0.23,0.0,1.11,0.026000000000000002,-0.021,0.0,3082.3153399999997,0.0,9.698,0.0,0.017,0.0,3.16,0.61,-0.55,0.0,910.0,0.0
811,2093.07,1.73,-1.73,0.0,3.1,0.0,12.3,0.2905,-0.23,0.0,1.1,0.026000000000000002,-0.021,0.0,4100.007000000001,0.0,12.9,0.0,0.637,0.0,3.16,0.61,-0.55,0.0,910.0,0.0
812,3.2498,0.0004,-0.0004,0.0,0.041,0.0,2.85,0.2905,-0.23,0.0,0.254,0.026000000000000002,-0.021,0.0,8.5,0.0,0.026739999999999996,0.0,0.14,0.0,3.16,0.61,-0.55,0.0,910.0,0.0
813,4.3123,0.0011,-0.0012,0.0,0.0468,0.0,1.83,0.2905,-0.23,0.0,0.163,0.026000000000000002,-0.021,0.0,4.0,0.0,0.0126,0.0,0.2,0.0,3.16,0.61,-0.55,0.0,910.0,0.0
814,9.6184,0.005,-0.0049,0.0,0.0799,0.0,2.46,0.2905,-0.23,0.0,0.21899999999999997,0.026000000000000002,-0.021,0.0,6.6,0.0,0.0208,0.0,0.06,0.0,3.16,0.61,-0.55,0.0,696.0,0.0
815,20.432,0.022,-0.024,0.0,0.1321,0.0,3.04,0.2905,-0.23,0.0,0.272,0.026000000000000002,-0.021,0.0,9.5,0.0,0.0299,0.0,0.07,0.0,3.16,0.61,-0.55,0.0,541.0,0.0
816,51.76,0.5,-0.46,0.0,0.247,0.0,2.13,0.2905,-0.23,0.0,0.19,0.026000000000000002,-0.021,0.0,5.2,0.0,0.0164,0.0,0.02,0.0,3.16,0.61,-0.55,0.0,398.0,0.0
817,197.8,5.7,-9.0,0.0,0.6,0.0,2.56,0.2905,-0.23,0.0,0.22899999999999998,0.026000000000000002,-0.021,0.0,7.1,0.0,0.0223,0.0,0.29,0.0,3.16,0.61,-0.55,0.0,255.0,0.0
818,578.6,3.3,-3.3,0.0,1.4,0.0,13.2,0.2905,-0.23,0.0,1.18,0.026000000000000002,-0.021,0.0,858.1410000000002,0.0,2.7,0.0,0.24,0.0,3.16,0.61,-0.55,0.0,337.0,0.0
819,264.14999,0.23,-0.23,0.0,0.85,0.0,12.9,0.2905,-0.23,0.0,1.15,0.026000000000000002,-0.021,0.0,1484.2661,0.0,4.67,0.0,0.25,0.0,3.16,0.61,-0.55,0.0,337.0,0.0
820,963.0,38.0,-38.0,0.0,1.28,0.0,13.2,0.2905,-0.23,0.0,1.18,0.026000000000000002,-0.021,0.0,807.25,0.0,2.54,0.0,0.74,0.0,3.16,0.61,-0.55,0.0,337.0,0.0
821,1.3283,1.2e-05,-1.2e-05,0.0,1.28,0.0,12.1,0.2905,-0.23,0.0,1.08,0.026000000000000002,-0.021,0.0,5838.29,0.0,18.37,0.0,0.081,0.0,3.16,0.61,-0.55,0.0,337.0,0.0
822,526.62,0.3,-0.3,0.0,1.28,0.0,13.5,0.2905,-0.23,0.0,1.21,0.026000000000000002,-0.021,0.0,495.79,0.0,1.56,0.0,0.903,0.0,3.16,0.61,-0.55,0.0,337.0,0.0
823,857.5,6.2,-6.3,0.0,1.67,0.0,13.5,0.2905,-0.23,0.0,1.21,0.026000000000000002,-0.021,0.0,508.528,0.0,1.6,0.0,0.2,1.0,3.16,0.61,-0.55,0.0,337.0,0.0
824,431.88,0.85,-0.85,0.0,1.17,0.0,13.3,0.2905,-0.23,0.0,1.19,0.026000000000000002,-0.021,0.0,708.7609,0.0,2.23,0.0,0.52,0.0,3.16,0.61,-0.55,0.0,337.0,0.0
825,6700.0,4500.0,-4500.0,0.0,6.95,0.0,13.3,0.2905,-0.23,0.0,1.19,0.026000000000000002,-0.021,0.0,689.66,0.0,2.17,0.0,0.24,0.0,3.16,0.61,-0.55,0.0,337.0,0.0
826,832.97,2.15,-1.89,0.0,1.662,0.0,13.9,0.2905,-0.23,0.0,1.24,0.026000000000000002,-0.021,0.0,257.4423,0.0,0.81,0.0,0.042,0.0,3.16,0.61,-0.55,0.0,337.0,0.0
827,149.61,0.37,-0.34,0.0,0.5539999999999999,0.0,3.89,0.2905,-0.23,0.0,0.34700000000000003,0.026000000000000002,-0.021,0.0,14.4,0.0,0.04531,0.0,0.19,0.0,3.16,0.61,-0.55,0.0,337.0,0.0
828,15.56,0.02,-0.02,0.0,0.12,0.0,4.12,0.2905,-0.23,0.0,0.368,0.026000000000000002,-0.021,0.0,15.8915,0.0,0.05,0.0,0.0,0.0,99.27,6.24,-5.76,0.0,841.0,0.0
829,356.21,0.88,-0.88,0.0,1.157,0.0,13.4,0.2905,-0.23,0.0,1.2,0.026000000000000002,-0.021,0.0,612.45841,0.0,1.927,0.0,0.147,0.0,99.27,6.24,-5.76,0.0,841.0,0.0
830,327.8,1.2,-1.2,0.0,0.92,0.0,14.1,0.2905,-0.23,0.0,1.26,0.026000000000000002,-0.021,0.0,190.69,0.0,0.6,0.0,0.83,0.0,99.27,6.24,-5.76,0.0,841.0,0.0
831,36.9987,0.0011,-0.0011,0.0,0.238,0.0,13.2,0.2905,-0.23,0.0,1.18,0.026000000000000002,-0.021,0.0,810.4665,0.0,2.55,0.0,0.0796,0.0,99.27,6.24,-5.76,0.0,405.0,0.0
832,472.3,6.3,-5.0,0.0,1.19,0.0,14.1,0.2905,-0.23,0.0,1.26,0.026000000000000002,-0.021,0.0,184.33,0.0,0.58,0.0,0.61,0.0,99.27,6.24,-5.76,0.0,405.0,0.0
833,5.8854,0.0003,-0.0003,0.0,0.0644,0.0,3.52,0.2905,-0.23,0.0,0.314,0.026000000000000002,-0.021,0.0,12.19,0.0,0.0384,0.0,0.07,0.0,99.27,6.24,-5.76,0.0,405.0,0.0
834,13.1354,0.0026,-0.0025,0.0,0.11,0.0,2.91,0.2905,-0.23,0.0,0.26,0.026000000000000002,-0.021,0.0,8.81,0.0,0.0277,0.0,0.07,0.0,99.27,6.24,-5.76,0.0,405.0,0.0
835,963.6,3.4,-3.4,0.0,1.92,0.0,13.5,0.2905,-0.23,0.0,1.2,0.026000000000000002,-0.021,0.0,568.89,0.0,1.79,0.0,0.778,0.0,99.27,6.24,-5.76,0.0,405.0,0.0
836,226.93,0.37,-0.37,0.0,0.6813,0.0,8.97,0.2905,-0.23,0.0,0.8,0.026000000000000002,-0.021,0.0,59.4953,0.0,0.1872,0.0,0.1684,0.0,99.27,6.24,-5.76,0.0,405.0,0.0
837,342.85,0.28,-0.28,0.0,0.8972,0.0,14.1,0.2905,-0.23,0.0,1.25,0.026000000000000002,-0.021,0.0,209.0915,0.0,0.6579,0.0,0.0974,0.0,99.27,6.24,-5.76,0.0,405.0,0.0
838,44.073,0.0048,-0.0048,0.0,0.237,0.0,14.3,0.2905,-0.23,0.0,1.28,0.026000000000000002,-0.021,0.0,137.62039,0.0,0.433,0.0,0.607,0.0,99.27,6.24,-5.76,0.0,405.0,0.0
839,3.023573,6.500000000000001e-05,-6.500000000000001e-05,0.0,0.0398,0.0,10.0,0.2905,-0.23,0.0,0.894,0.026000000000000002,-0.021,0.0,71.8,0.0,0.226,0.0,0.063,0.0,99.27,6.24,-5.76,0.0,405.0,0.0
840,4.0845,0.0002,-0.0002,0.0,0.05,0.0,5.02,0.2905,-0.23,0.0,0.44799999999999995,0.026000000000000002,-0.021,0.0,22.2481,0.0,0.07,0.0,0.04,0.0,99.27,6.24,-5.76,0.0,405.0,0.0
841,1353.6,57.1,-57.1,0.0,2.395,0.0,13.0,0.2905,-0.23,0.0,1.16,0.026000000000000002,-0.021,0.0,111.42,0.0,0.35061,0.0,0.249,0.0,99.27,6.24,-5.76,0.0,405.0,0.0
842,360.2,1.4,-1.4,0.0,1.19,0.0,13.3,0.2905,-0.23,0.0,1.19,0.026000000000000002,-0.021,0.0,753.23,0.0,2.37,0.0,0.13,0.0,99.27,6.24,-5.76,0.0,405.0,0.0
843,2732.0,81.0,-81.0,0.0,4.6,0.0,13.3,0.1,-0.1,0.0,1.19,0.009000000000000001,-0.009000000000000001,0.0,753.23,0.0,2.37,0.0,0.23,0.0,145.56,6.24,-5.76,0.0,405.0,0.0
844,359.15,2.03,-2.34,0.0,1.28,0.0,13.3,0.1,-0.1,0.0,1.19,0.009000000000000001,-0.009000000000000001,0.0,731.0089999999999,0.0,2.3,0.0,0.06,0.0,145.56,6.24,-5.76,0.0,405.0,0.0
845,682.85,4.98,-4.9,0.0,1.97,0.0,13.4,0.1,-0.1,0.0,1.2,0.009000000000000001,-0.009000000000000001,0.0,597.5204,0.0,1.88,0.0,0.1,0.0,145.56,6.24,-5.76,0.0,405.0,0.0
846,712.13,0.31,-0.31,0.0,1.93,0.0,12.6,0.1,-0.1,0.0,1.13,0.009000000000000001,-0.009000000000000001,0.0,2330.0,0.0,7.32,0.0,0.2,0.0,145.56,6.24,-5.76,0.0,405.0,0.0
847,434.0,3.0,-3.0,0.0,1.14,0.0,12.3,0.1,-0.1,0.0,1.1,0.009000000000000001,-0.009000000000000001,0.0,4417.837,0.0,13.9,0.0,0.23,0.0,145.56,6.24,-5.76,0.0,405.0,0.0
848,778.51,5.38,-5.18,0.0,1.814,0.0,13.5,0.1,-0.1,0.0,1.21,0.009000000000000001,-0.009000000000000001,0.0,484.69075,0.0,1.525,0.0,0.211,0.0,145.56,6.24,-5.76,0.0,405.0,0.0
849,400.5,1.7,-1.7,0.0,1.167,0.0,13.5,0.1,-0.1,0.0,1.21,0.009000000000000001,-0.009000000000000001,0.0,513.29545,0.0,1.615,0.0,0.066,0.0,145.56,6.24,-5.76,0.0,405.0,0.0
850,4.9473699999999985,0.00098,-0.00098,0.0,0.06,0.0,6.2,0.1,-0.1,0.0,0.5529999999999999,0.009000000000000001,-0.009000000000000001,0.0,31.783,0.0,0.1,0.0,0.09,0.0,145.56,6.24,-5.76,0.0,405.0,0.0
851,2447.1,21.92,-21.72,0.0,3.833,0.0,13.5,0.1,-0.1,0.0,1.2,0.009000000000000001,-0.009000000000000001,0.0,519.96988,0.0,1.636,0.0,0.266,0.0,145.56,6.24,-5.76,0.0,405.0,0.0
852,8619.9,2622.495,-405.4275,0.0,9.02,0.0,13.2,0.1,-0.1,0.0,1.17,0.009000000000000001,-0.009000000000000001,0.0,931.2419,0.0,2.93,0.0,0.0,0.0,145.56,6.24,-5.76,0.0,405.0,0.0
853,1293.0,37.0,-37.0,0.0,2.353,0.0,12.9,0.1,-0.1,0.0,1.15,0.009000000000000001,-0.009000000000000001,0.0,1574.464,0.0,4.954,0.0,0.501,0.0,145.56,6.24,-5.76,0.0,405.0,0.0
854,14.0726,0.0016,-0.0016,0.0,0.1059,0.0,3.62,0.1,-0.1,0.0,0.32299999999999995,0.009000000000000001,-0.009000000000000001,0.0,12.77,0.0,0.0402,0.0,0.09,0.0,145.56,6.24,-5.76,0.0,405.0,0.0
855,95.9446,0.1555,-0.1366,0.0,0.3809,0.0,3.87,0.1,-0.1,0.0,0.34600000000000003,0.009000000000000001,-0.009000000000000001,0.0,14.31,0.0,0.045,0.0,0.14,0.0,145.56,6.24,-5.76,0.0,405.0,0.0
856,119.27,0.02,-0.02,0.0,0.52,0.0,13.7,0.1,-0.1,0.0,1.22,0.009000000000000001,-0.009000000000000001,0.0,384.5743,0.0,1.21,0.0,0.27,0.0,145.56,6.24,-5.76,0.0,405.0,0.0
857,637.1,1.4,-1.4,0.0,1.57,0.0,13.5,0.1,-0.1,0.0,1.21,0.009000000000000001,-0.009000000000000001,0.0,494.54348,0.0,1.556,0.0,0.092,0.0,145.56,6.24,-5.76,0.0,886.0,0.0
858,872.2,6.0,-6.0,0.0,1.93,0.0,13.8,0.1,-0.1,0.0,1.23,0.009000000000000001,-0.009000000000000001,0.0,334.67499,0.0,1.053,0.0,0.183,0.0,145.56,6.24,-5.76,0.0,886.0,0.0
859,1827.0,10.0,-10.0,0.0,3.18,0.0,13.0,0.1,-0.1,0.0,1.16,0.009000000000000001,-0.009000000000000001,0.0,1230.0021,0.0,3.87,0.0,0.705,0.0,145.56,6.24,-5.76,0.0,886.0,0.0
860,139.35,0.21,-0.22,0.0,0.53,0.0,12.8,0.1,-0.1,0.0,1.14,0.009000000000000001,-0.009000000000000001,0.0,1837.0574,0.0,5.78,0.0,0.076,0.0,145.56,6.24,-5.76,0.0,886.0,0.0
861,779.9,4.9,-4.9,0.0,1.911,0.0,13.5,0.1,-0.1,0.0,1.2,0.009000000000000001,-0.009000000000000001,0.0,534.27223,0.0,1.681,0.0,0.056,0.0,145.56,6.24,-5.76,0.0,886.0,0.0
862,492.3,2.3,-2.3,0.0,1.2,0.0,12.5,0.1,-0.1,0.0,1.12,0.009000000000000001,-0.009000000000000001,0.0,104.88,0.0,0.33,0.0,0.096,0.0,145.56,6.24,-5.76,0.0,886.0,0.0
863,177.11,0.32,-0.32,0.0,0.64,0.0,12.6,0.1,-0.1,0.0,1.13,0.009000000000000001,-0.009000000000000001,0.0,2425.0429,0.0,7.63,0.0,0.07,0.0,145.56,6.24,-5.76,0.0,886.0,0.0
864,299.36,0.26,-0.31,0.0,1.086,0.0,12.7,0.1,-0.1,0.0,1.13,0.009000000000000001,-0.009000000000000001,0.0,2199.3836,0.0,6.92,0.0,0.05,0.0,145.56,6.24,-5.76,0.0,886.0,0.0
865,201.9,0.3,-0.3,0.0,0.77,0.0,13.8,0.1,-0.1,0.0,1.23,0.009000000000000001,-0.009000000000000001,0.0,336.8998,0.0,1.06,0.0,0.26,0.0,145.56,6.24,-5.76,0.0,886.0,0.0
866,600.1,2.4,-2.4,0.0,1.6,0.0,13.3,0.1,-0.1,0.0,1.18,0.009000000000000001,-0.009000000000000001,0.0,797.7533,0.0,2.51,0.0,0.03,0.0,145.56,6.24,-5.76,0.0,886.0,0.0
867,589.64,0.81,-0.81,0.0,1.64,0.0,13.3,0.1,-0.1,0.0,1.19,0.009000000000000001,-0.009000000000000001,0.0,731.0,0.0,2.3,0.0,0.02,0.0,145.56,6.24,-5.76,0.0,886.0,0.0
