,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_logg,st_loggerr1,st_loggerr2,st_logglim
1068,5378.0,60.0,-60.0,0.0,0.86,0.08,-0.08,0.0,0.93,0.06,-0.06,0.0,0.16,0.04,-0.04,0.0,4.59,0.07,-0.07,0.0
1069,5378.0,60.0,-60.0,0.0,0.86,0.08,-0.08,0.0,0.93,0.06,-0.06,0.0,0.16,0.04,-0.04,0.0,4.59,0.07,-0.07,0.0
1070,5378.0,60.0,-60.0,0.0,0.86,0.08,-0.08,0.0,0.93,0.06,-0.06,0.0,0.16,0.04,-0.04,0.0,4.59,0.07,-0.07,0.0
1071,5378.0,60.0,-60.0,0.0,0.86,0.08,-0.08,0.0,0.93,0.06,-0.06,0.0,0.16,0.04,-0.04,0.0,4.59,0.07,-0.07,0.0
1072,5378.0,60.0,-60.0,0.0,0.86,0.08,-0.08,0.0,0.93,0.06,-0.06,0.0,0.16,0.04,-0.04,0.0,4.59,0.07,-0.07,0.0
1073,5370.0,68.0,-68.0,0.0,0.88,0.01,-0.01,0.0,0.96,0.02,-0.02,0.0,0.24,0.05,-0.05,0.0,4.54,0.02,-0.02,0.0
1074,3789.0,17.0,-16.0,0.0,0.45,0.01,-0.01,0.0,0.47,0.01,-0.01,0.0,-0.37,0.03,-0.04,0.0,4.61,0.01,-0.01,0.0
1075,5705.0,50.0,-48.0,0.0,0.99,0.01,-0.01,0.0,1.0,0.02,-0.02,0.0,0.13,0.04,-0.04,0.0,4.45,0.01,-0.01,0.0
1076,4599.0,79.0,-79.0,0.0,0.68,0.02,-0.02,0.0,0.71,0.03,-0.03,0.0,-0.06,0.08,-0.1,0.0,4.62,0.02,-0.03,0.0
1077,4599.0,79.0,-79.0,0.0,0.68,0.02,-0.02,0.0,0.71,0.03,-0.03,0.0,-0.06,0.08,-0.1,0.0,4.62,0.02,-0.03,0.0
1078,3385.0,70.0,-70.0,0.0,0.33,0.01,-0.01,0.0,0.33,0.01,-0.01,0.0,-0.02,0.12,-0.12,0.0,4.9,0.0,0.0,0.0
1079,3385.0,70.0,-70.0,0.0,0.33,0.01,-0.01,0.0,0.33,0.01,-0.01,0.0,0.19,0.12,-0.12,0.0,4.72,0.05,-0.05,0.0
1080,3672.0,70.0,-70.0,0.0,0.55,0.06,-0.06,0.0,0.58,0.06,-0.06,0.0,0.19,0.12,-0.12,0.0,4.72,0.05,-0.05,0.0
1081,4079.0,70.0,-70.0,0.0,0.63,0.06,-0.06,0.0,0.65,0.06,-0.06,0.0,-0.11,0.12,-0.12,0.0,4.65,0.05,-0.05,0.0
1082,4079.0,70.0,-70.0,0.0,0.63,0.06,-0.06,0.0,0.65,0.06,-0.06,0.0,-0.11,0.12,-0.12,0.0,4.65,0.05,-0.05,0.0
1083,4079.0,70.0,-70.0,0.0,0.63,0.06,-0.06,0.0,0.65,0.06,-0.06,0.0,-0.11,0.12,-0.12,0.0,4.65,0.05,-0.05,0.0
1084,3745.0,70.0,-70.0,0.0,0.57,0.06,-0.06,0.0,0.59,0.06,-0.06,0.0,0.11,0.12,-0.12,0.0,4.71,0.05,-0.05,0.0
1085,5131.0,69.0,-65.0,0.0,0.68,0.06,-0.03,0.0,0.72,0.06,-0.03,0.0,-0.46,0.2,-0.14,0.0,4.57,0.06,-0.06,0.0
1086,3499.0,70.0,-70.0,0.0,0.44,0.04,-0.04,0.0,0.46,0.05,-0.05,0.0,0.09,0.12,-0.12,0.0,4.82,0.04,-0.04,0.0
1087,3695.0,32.0,-32.0,0.0,0.45,0.01,-0.01,0.0,0.47,0.01,-0.01,0.0,-0.19,0.07,-0.07,0.0,4.8,0.01,-0.01,0.0
1088,4044.0,34.0,-35.0,0.0,0.61,0.01,-0.01,0.0,0.63,0.01,-0.01,0.0,0.12,0.09,-0.08,0.0,4.67,0.01,-0.01,0.0
1089,3845.0,37.0,-37.0,0.0,0.53,0.01,-0.01,0.0,0.55,0.01,-0.01,0.0,-0.09,0.08,-0.08,0.0,4.73,0.01,-0.01,0.0
1090,4097.0,40.0,-45.0,0.0,0.63,0.01,-0.01,0.0,0.65,0.02,-0.01,0.0,0.21,0.09,-0.1,0.0,4.65,0.01,-0.01,0.0
1091,4097.0,40.0,-45.0,0.0,0.63,0.01,-0.01,0.0,0.65,0.02,-0.01,0.0,0.21,0.09,-0.1,0.0,4.65,0.01,-0.01,0.0
1092,4258.0,150.0,-150.0,0.0,0.58,0.06,-0.03,0.0,0.65,0.06,-0.03,0.0,-0.3,0.2,-0.2,0.0,4.6,0.3,-0.3,0.0
1093,4258.0,150.0,-150.0,0.0,0.58,0.06,-0.03,0.0,0.65,0.06,-0.03,0.0,-0.3,0.2,-0.2,0.0,4.6,0.3,-0.3,0.0
1094,4258.0,150.0,-150.0,0.0,0.58,0.06,-0.03,0.0,0.65,0.06,-0.03,0.0,-0.3,0.2,-0.2,0.0,4.6,0.3,-0.3,0.0
1095,4597.0,50.0,-50.0,0.0,0.66,0.01,-0.01,0.0,0.66,0.02,-0.01,0.0,-0.25,0.06,-0.06,0.0,4.62,0.02,-0.01,0.0
1096,5456.0,50.0,-50.0,0.0,0.88,0.05,-0.03,0.0,0.94,0.02,-0.03,0.0,0.13,0.08,-0.08,0.0,4.55,0.1,-0.1,0.0
1097,5503.0,51.0,-48.0,0.0,0.95,0.02,-0.02,0.0,0.92,0.03,-0.02,0.0,0.07,0.07,-0.07,0.0,4.45,0.02,-0.02,0.0
1098,5503.0,51.0,-48.0,0.0,0.95,0.02,-0.02,0.0,0.92,0.03,-0.02,0.0,0.07,0.07,-0.07,0.0,4.45,0.02,-0.02,0.0
1099,5425.0,44.0,-44.0,0.0,0.83,0.01,-0.01,0.0,0.9,0.02,-0.03,0.0,-0.07,0.06,-0.06,0.0,4.56,0.01,-0.02,0.0
1100,4742.0,60.0,-60.0,0.0,0.66,0.03,-0.03,0.0,0.68,0.03,-0.03,0.0,-0.33,0.04,-0.04,0.0,4.51,0.1,-0.1,0.0
1101,4742.0,60.0,-60.0,0.0,0.66,0.03,-0.03,0.0,0.68,0.03,-0.03,0.0,-0.33,0.04,-0.04,0.0,4.51,0.1,-0.1,0.0
1102,5649.0,50.0,-50.0,0.0,0.91,0.04,-0.03,0.0,0.98,0.02,-0.03,0.0,0.07,0.08,-0.08,0.0,4.61,0.1,-0.1,0.0
1103,4972.0,50.0,-50.0,0.0,2.57,0.31,-0.25,0.0,0.99,0.08,-0.06,0.0,-0.03,0.08,-0.08,0.0,3.63,0.1,-0.1,0.0
1104,4842.0,49.0,-45.0,0.0,0.69,0.01,-0.01,0.0,0.75,0.02,-0.02,0.0,-0.17,0.05,-0.06,0.0,4.63,0.01,-0.01,0.0
1105,4937.0,50.0,-50.0,0.0,0.76,0.02,-0.01,0.0,0.83,0.02,-0.02,0.0,0.14,0.08,-0.08,0.0,4.71,0.1,-0.1,0.0
1106,5791.0,50.0,-50.0,0.0,2.2,0.31,-0.25,0.0,1.18,0.09,-0.06,0.0,-0.23,0.08,-0.08,0.0,3.81,0.1,-0.1,0.0
1107,5185.0,50.0,-50.0,0.0,0.8,0.05,-0.03,0.0,0.83,0.03,-0.03,0.0,-0.05,0.08,-0.08,0.0,4.46,0.1,-0.1,0.0
1108,5185.0,50.0,-50.0,0.0,0.8,0.05,-0.03,0.0,0.83,0.03,-0.03,0.0,-0.05,0.08,-0.08,0.0,4.46,0.1,-0.1,0.0
1109,5185.0,50.0,-50.0,0.0,0.8,0.05,-0.03,0.0,0.83,0.03,-0.03,0.0,-0.05,0.08,-0.08,0.0,4.46,0.1,-0.1,0.0
1110,5960.0,52.0,-53.0,0.0,1.61,0.04,-0.04,0.0,1.16,0.05,-0.03,0.0,0.09,0.06,-0.06,0.0,4.09,0.02,-0.02,0.0
1111,5908.0,50.0,-50.0,0.0,1.83,0.29,-0.28,0.0,1.02,0.12,-0.09,0.0,-0.45,0.08,-0.08,0.0,3.88,0.1,-0.1,0.0
1112,5502.7,101.0,-50.5,0.0,0.83,0.09,-0.04,0.0,0.88,0.06,-0.03,0.0,-0.13,0.08,-0.08,0.0,4.46,0.1,-0.1,0.0
1113,5548.0,50.0,-50.0,0.0,0.92,0.05,-0.03,0.0,0.99,0.03,-0.03,0.0,0.26,0.08,-0.08,0.0,4.56,0.1,-0.1,0.0
1114,4320.0,56.0,-47.0,0.0,0.66,0.02,-0.03,0.0,0.71,0.02,-0.05,0.0,0.15,0.09,-0.22,0.0,4.8,0.05,-0.05,0.0
1115,5748.0,50.0,-50.0,0.0,0.98,0.11,-0.07,0.0,0.96,0.03,-0.03,0.0,-0.11,0.08,-0.08,0.0,4.34,0.1,-0.1,0.0
1116,5748.0,50.0,-50.0,0.0,0.98,0.11,-0.07,0.0,0.96,0.03,-0.03,0.0,-0.11,0.08,-0.08,0.0,4.34,0.1,-0.1,0.0
1117,5250.0,50.0,-50.0,0.0,1.72,0.22,-0.19,0.0,0.89,0.06,-0.03,0.0,-0.09,0.08,-0.08,0.0,3.95,0.1,-0.1,0.0
1118,5569.0,50.0,-50.0,0.0,0.87,0.04,-0.03,0.0,0.93,0.03,-0.03,0.0,-0.06,0.08,-0.08,0.0,4.61,0.1,-0.1,0.0
1119,5569.0,50.0,-50.0,0.0,0.87,0.04,-0.03,0.0,0.93,0.03,-0.03,0.0,-0.06,0.08,-0.08,0.0,4.61,0.1,-0.1,0.0
1120,5580.0,70.0,-70.0,0.0,0.84,0.06,-0.04,0.0,0.88,0.03,-0.04,0.0,-0.25,0.08,-0.08,0.0,4.52,0.12,-0.12,0.0
1121,4455.0,31.0,-29.0,0.0,0.68,0.01,-0.01,0.0,0.7,0.03,-0.02,0.0,0.113,0.065,-0.071,0.0,4.62,0.02,-0.02,0.0
1122,5909.0,50.0,-50.0,0.0,1.42,0.21,-0.17,0.0,1.09,0.06,-0.04,0.0,0.05,0.08,-0.08,0.0,4.11,0.1,-0.1,0.0
1123,5428.0,50.0,-50.0,0.0,0.86,0.03,-0.02,0.0,0.94,0.02,-0.02,0.0,0.15,0.08,-0.08,0.0,4.63,0.1,-0.1,0.0
1124,6063.0,50.0,-50.0,0.0,1.21,0.09,-0.06,0.0,1.21,0.03,-0.04,0.0,0.41,0.08,-0.08,0.0,4.38,0.1,-0.1,0.0
1125,5525.0,50.0,-50.0,0.0,0.89,0.04,-0.03,0.0,0.95,0.02,-0.03,0.0,0.09,0.08,-0.08,0.0,4.55,0.1,-0.1,0.0
1126,5015.0,50.0,-50.0,0.0,0.77,0.02,-0.02,0.0,0.82,0.02,-0.03,0.0,0.03,0.08,-0.08,0.0,4.63,0.1,-0.1,0.0
1127,3457.0,39.0,-39.0,0.0,0.41,0.04,-0.04,0.0,0.36,0.05,-0.05,0.0,0.12,0.16,-0.16,0.0,4.79,0.01,-0.01,0.0
1128,3457.0,39.0,-39.0,0.0,0.41,0.04,-0.04,0.0,0.36,0.05,-0.05,0.0,-0.54,0.06,-0.06,0.0,4.58,0.03,-0.03,0.0
1129,5358.0,65.0,-65.0,0.0,0.72,0.01,-0.01,0.0,0.72,0.03,-0.03,0.0,-0.54,0.06,-0.06,0.0,4.58,0.03,-0.03,0.0
1130,5608.0,91.0,-91.0,0.0,1.07,0.02,-0.02,0.0,0.99,0.04,-0.04,0.0,0.23,0.06,-0.06,0.0,4.38,0.03,-0.03,0.0
1131,5165.0,50.0,-50.0,0.0,0.8,0.01,-0.01,0.0,0.88,0.02,-0.02,0.0,0.09,0.05,-0.05,0.0,4.58,0.01,-0.01,0.0
1132,5482.0,50.0,-50.0,0.0,0.87,0.04,-0.02,0.0,0.94,0.02,-0.02,0.0,0.09,0.08,-0.08,0.0,4.6,0.1,-0.1,0.0
1133,5519.0,88.0,-88.0,0.0,0.97,0.02,-0.02,0.0,0.93,0.04,-0.04,0.0,0.09,0.06,-0.06,0.0,4.43,0.03,-0.03,0.0
1134,5519.0,88.0,-88.0,0.0,0.97,0.02,-0.02,0.0,0.93,0.04,-0.04,0.0,0.09,0.06,-0.06,0.0,4.43,0.03,-0.03,0.0
1135,5220.0,66.0,-66.0,0.0,0.78,0.01,-0.01,0.0,0.86,0.02,-0.02,0.0,-0.07,0.05,-0.05,0.0,4.59,0.01,-0.01,0.0
1136,5722.0,50.0,-50.0,0.0,0.91,0.04,-0.03,0.0,0.98,0.03,-0.03,0.0,-0.05,0.08,-0.08,0.0,4.58,0.1,-0.1,0.0
1137,5784.0,50.0,-50.0,0.0,0.98,0.08,-0.04,0.0,1.02,0.02,-0.03,0.0,0.06,0.08,-0.08,0.0,4.45,0.1,-0.1,0.0
1138,5484.0,81.0,-81.0,0.0,0.92,0.02,-0.02,0.0,0.98,0.04,-0.04,0.0,0.23,0.06,-0.06,0.0,4.5,0.03,-0.03,0.0
1139,5484.0,81.0,-81.0,0.0,0.92,0.02,-0.02,0.0,0.98,0.04,-0.04,0.0,0.23,0.06,-0.06,0.0,4.5,0.03,-0.03,0.0
1140,5484.0,81.0,-81.0,0.0,0.92,0.02,-0.02,0.0,0.98,0.04,-0.04,0.0,0.23,0.06,-0.06,0.0,4.5,0.03,-0.03,0.0
1141,5484.0,81.0,-81.0,0.0,0.92,0.02,-0.02,0.0,0.98,0.04,-0.04,0.0,0.23,0.06,-0.06,0.0,4.5,0.03,-0.03,0.0
1142,5977.0,87.0,-87.0,0.0,1.19,0.03,-0.03,0.0,1.06,0.03,-0.03,0.0,-0.01,0.05,-0.05,0.0,4.31,0.03,-0.03,0.0
1143,5977.0,87.0,-87.0,0.0,1.19,0.03,-0.03,0.0,1.06,0.03,-0.03,0.0,-0.01,0.05,-0.05,0.0,4.31,0.03,-0.03,0.0
1144,5519.0,67.0,-67.0,0.0,0.87,0.01,-0.01,0.0,0.94,0.03,-0.03,0.0,0.0,0.05,-0.05,0.0,4.53,0.02,-0.02,0.0
1145,5519.0,67.0,-67.0,0.0,0.87,0.01,-0.01,0.0,0.94,0.03,-0.03,0.0,0.0,0.05,-0.05,0.0,4.53,0.02,-0.02,0.0
1146,5430.0,60.0,-60.0,0.0,0.86,0.04,-0.04,0.0,0.93,0.05,-0.05,0.0,0.1,0.04,-0.04,0.0,4.63,0.1,-0.1,0.0
1147,5430.0,60.0,-60.0,0.0,0.86,0.04,-0.04,0.0,0.93,0.05,-0.05,0.0,0.1,0.04,-0.04,0.0,4.63,0.1,-0.1,0.0
1148,5430.0,60.0,-60.0,0.0,0.86,0.04,-0.04,0.0,0.93,0.05,-0.05,0.0,0.1,0.04,-0.04,0.0,4.63,0.1,-0.1,0.0
1149,5631.0,50.0,-50.0,0.0,0.91,0.1,-0.06,0.0,0.9,0.03,-0.04,0.0,-0.19,0.08,-0.08,0.0,4.38,0.1,-0.1,0.0
1150,5631.0,50.0,-50.0,0.0,0.91,0.1,-0.06,0.0,0.9,0.03,-0.04,0.0,-0.19,0.08,-0.08,0.0,4.38,0.1,-0.1,0.0
1151,5176.0,50.0,-50.0,0.0,0.84,0.04,-0.03,0.0,0.9,0.03,-0.03,0.0,0.31,0.08,-0.08,0.0,4.57,0.1,-0.1,0.0
1152,5222.0,48.0,-48.0,0.0,0.81,0.01,-0.01,0.0,0.9,0.01,-0.01,0.0,0.15,0.05,-0.05,0.0,4.57,0.01,-0.01,0.0
1153,5817.0,173.0,-173.0,0.0,0.98,0.02,-0.02,0.0,1.01,0.05,-0.05,0.0,0.0,0.17,-0.17,0.0,4.46,0.03,-0.03,0.0
1154,5979.0,52.0,-52.0,0.0,1.28,0.18,-0.17,0.0,1.11,0.05,-0.03,0.0,0.1,0.08,-0.08,0.0,4.21,0.1,-0.1,0.0
1155,5713.0,87.0,-87.0,0.0,0.99,0.02,-0.02,0.0,0.94,0.04,-0.04,0.0,-0.1,0.06,-0.06,0.0,4.42,0.03,-0.03,0.0
1156,5712.0,50.0,-50.0,0.0,0.91,0.05,-0.03,0.0,0.96,0.03,-0.03,0.0,-0.09,0.08,-0.08,0.0,4.55,0.1,-0.1,0.0
1157,6045.0,50.0,-50.0,0.0,1.54,0.23,-0.19,0.0,1.16,0.07,-0.05,0.0,0.01,0.08,-0.08,0.0,4.08,0.1,-0.1,0.0
1158,5667.0,58.0,-58.0,0.0,0.93,0.01,-0.01,0.0,1.0,0.02,-0.02,0.0,0.08,0.05,-0.05,0.0,4.5,0.02,-0.02,0.0
1159,5212.9,99.0,-49.2,0.0,0.76,0.04,-0.02,0.0,0.8,0.09,-0.04,0.0,0.094,0.057,-0.057,0.0,4.6,0.09,-0.08,0.0
1160,5212.9,99.0,-49.2,0.0,0.76,0.04,-0.02,0.0,0.8,0.09,-0.04,0.0,0.094,0.057,-0.057,0.0,4.6,0.09,-0.08,0.0
1161,5212.9,99.0,-49.2,0.0,0.76,0.04,-0.02,0.0,0.8,0.09,-0.04,0.0,0.094,0.057,-0.057,0.0,4.6,0.09,-0.08,0.0
1162,4648.0,52.0,-52.0,0.0,0.68,0.01,-0.01,0.0,0.73,0.02,-0.02,0.0,-0.11,0.05,-0.05,0.0,4.64,0.01,-0.01,0.0
1163,4648.0,52.0,-52.0,0.0,0.68,0.01,-0.01,0.0,0.73,0.02,-0.02,0.0,-0.11,0.05,-0.05,0.0,4.64,0.01,-0.01,0.0
1164,5233.0,50.0,-50.0,0.0,0.79,0.02,-0.02,0.0,0.86,0.02,-0.03,0.0,-0.04,0.08,-0.08,0.0,4.71,0.1,-0.1,0.0
1165,5507.0,50.0,-50.0,0.0,0.88,0.03,-0.02,0.0,0.96,0.02,-0.02,0.0,0.13,0.08,-0.08,0.0,4.68,0.1,-0.1,0.0
1166,5507.0,50.0,-50.0,0.0,0.88,0.03,-0.02,0.0,0.96,0.02,-0.02,0.0,0.13,0.08,-0.08,0.0,4.68,0.1,-0.1,0.0
1167,5491.0,58.0,-58.0,0.0,0.91,0.05,-0.03,0.0,0.97,0.03,-0.03,0.0,0.27,0.08,-0.08,0.0,4.55,0.1,-0.1,0.0
1168,5000.0,50.0,-50.0,0.0,0.76,0.03,-0.02,0.0,0.79,0.03,-0.03,0.0,-0.07,0.08,-0.08,0.0,4.43,0.1,-0.1,0.0
1169,5755.0,50.0,-50.0,0.0,1.18,0.16,-0.14,0.0,1.01,0.03,-0.03,0.0,0.07,0.08,-0.08,0.0,4.23,0.1,-0.1,0.0
1170,5890.0,50.0,-50.0,0.0,1.08,0.13,-0.11,0.0,0.95,0.04,-0.04,0.0,-0.26,0.08,-0.08,0.0,4.25,0.1,-0.1,0.0
1171,5043.0,50.0,-50.0,0.0,0.76,0.03,-0.03,0.0,0.79,0.03,-0.03,0.0,-0.14,0.08,-0.08,0.0,4.46,0.1,-0.1,0.0
1172,5522.0,50.0,-50.0,0.0,0.93,0.09,-0.05,0.0,0.94,0.03,-0.03,0.0,0.11,0.08,-0.08,0.0,4.41,0.1,-0.1,0.0
1173,5582.0,50.0,-50.0,0.0,0.86,0.03,-0.03,0.0,0.93,0.03,-0.03,0.0,-0.11,0.08,-0.08,0.0,4.62,0.1,-0.1,0.0
1174,4720.0,50.0,-50.0,0.0,0.71,0.02,-0.02,0.0,0.74,0.03,-0.02,0.0,-0.06,0.08,-0.08,0.0,4.46,0.1,-0.1,0.0
1175,4222.06,88.15,-84.41,0.0,0.65,0.03,-0.03,0.0,0.68,0.07,-0.07,0.0,-0.11,0.13,-0.13,0.0,4.83,0.05,-0.05,0.0
1176,4222.06,88.15,-84.41,0.0,0.65,0.03,-0.03,0.0,0.68,0.07,-0.07,0.0,-0.11,0.13,-0.13,0.0,4.83,0.05,-0.05,0.0
1177,5396.0,50.0,-50.0,0.0,0.85,0.04,-0.03,0.0,0.91,0.02,-0.03,0.0,0.05,0.08,-0.08,0.0,4.55,0.1,-0.1,0.0
1178,5221.0,50.0,-50.0,0.0,0.82,0.03,-0.02,0.0,0.88,0.02,-0.03,0.0,0.11,0.08,-0.08,0.0,4.6,0.1,-0.1,0.0
1179,4272.0,38.0,-38.0,0.0,0.65,0.01,-0.01,0.0,0.67,0.02,-0.02,0.0,0.03,0.07,-0.07,0.0,4.64,0.01,-0.01,0.0
1180,5794.0,50.0,-50.0,0.0,1.2,0.17,-0.13,0.0,1.07,0.06,-0.04,0.0,0.25,0.08,-0.08,0.0,4.25,0.1,-0.1,0.0
1181,5854.0,85.0,-85.0,0.0,1.27,0.02,-0.02,0.0,1.05,0.03,-0.03,0.0,0.05,0.05,-0.05,0.0,4.25,0.02,-0.02,0.0
1182,5704.0,50.0,-50.0,0.0,0.97,0.09,-0.05,0.0,1.0,0.03,-0.03,0.0,0.11,0.08,-0.08,0.0,4.41,0.1,-0.1,0.0
1183,4503.0,69.0,-69.0,0.0,0.72,0.03,-0.03,0.0,0.7,0.03,-0.03,0.0,0.0,0.07,-0.07,0.0,4.57,0.09,-0.09,0.0
1184,5967.0,50.0,-50.0,0.0,1.33,0.2,-0.17,0.0,1.1,0.05,-0.04,0.0,0.04,0.08,-0.08,0.0,4.17,0.1,-0.1,0.0
1185,5757.0,50.0,-50.0,0.0,1.01,0.08,-0.05,0.0,1.05,0.03,-0.03,0.0,0.25,0.08,-0.08,0.0,4.45,0.1,-0.1,0.0
1186,5753.0,50.0,-50.0,0.0,1.19,0.16,-0.14,0.0,1.02,0.03,-0.03,0.0,0.13,0.08,-0.08,0.0,4.23,0.1,-0.1,0.0
1187,5753.0,50.0,-50.0,0.0,1.19,0.16,-0.14,0.0,1.02,0.03,-0.03,0.0,0.13,0.08,-0.08,0.0,4.23,0.1,-0.1,0.0
1188,5753.0,50.0,-50.0,0.0,1.19,0.16,-0.14,0.0,1.02,0.03,-0.03,0.0,0.13,0.08,-0.08,0.0,4.23,0.1,-0.1,0.0
1189,3830.0,100.0,-100.0,0.0,0.57,0.06,-0.06,0.0,0.6,0.07,-0.07,0.0,0.03,0.08,-0.08,0.0,4.65,0.12,-0.12,0.0
1190,5660.0,92.0,-92.0,0.0,1.02,0.02,-0.02,0.0,0.96,0.04,-0.04,0.0,0.04,0.05,-0.05,0.0,4.4,0.03,-0.03,0.0
1191,5716.0,50.0,-50.0,0.0,0.95,0.04,-0.03,0.0,1.01,0.02,-0.02,0.0,0.13,0.08,-0.08,0.0,4.57,0.1,-0.1,0.0
1192,6058.0,89.0,-89.0,0.0,1.09,0.02,-0.02,0.0,1.0,0.04,-0.04,0.0,-0.21,0.06,-0.06,0.0,4.37,0.03,-0.03,0.0
1193,5835.0,38.0,-40.0,0.0,0.99,0.01,-0.01,0.0,1.06,0.02,-0.02,0.0,0.12,0.06,-0.06,0.0,4.48,0.01,-0.01,0.0
1194,5835.0,38.0,-40.0,0.0,0.99,0.01,-0.01,0.0,1.06,0.02,-0.02,0.0,0.12,0.06,-0.06,0.0,4.48,0.01,-0.01,0.0
1195,5620.0,42.0,-45.0,0.0,0.84,0.01,-0.01,0.0,0.91,0.02,-0.02,0.0,-0.19,0.06,-0.06,0.0,4.55,0.01,-0.02,0.0
1196,5620.0,42.0,-45.0,0.0,0.84,0.01,-0.01,0.0,0.91,0.02,-0.02,0.0,-0.19,0.06,-0.06,0.0,4.55,0.01,-0.02,0.0
1197,5742.0,49.0,-47.0,0.0,1.7,0.04,-0.04,0.0,1.27,0.02,-0.04,0.0,0.38,0.06,-0.06,0.0,4.08,0.02,-0.02,0.0
1198,5424.0,48.0,-46.0,0.0,0.91,0.02,-0.02,0.0,0.88,0.03,-0.03,0.0,-0.03,0.07,-0.07,0.0,4.47,0.03,-0.03,0.0
1199,5673.0,50.0,-50.0,0.0,0.89,0.04,-0.03,0.0,0.95,0.03,-0.03,0.0,-0.1,0.08,-0.08,0.0,4.58,0.1,-0.1,0.0
1200,4715.0,48.0,-46.0,0.0,0.65,0.01,-0.01,0.0,0.71,0.02,-0.02,0.0,-0.25,0.06,-0.06,0.0,4.66,0.01,-0.01,0.0
1201,5315.0,35.0,-31.0,0.0,0.79,0.01,-0.01,0.0,0.87,0.01,-0.01,0.0,-0.09,0.02,-0.02,0.0,4.59,0.0,-0.01,0.0
1202,5315.0,35.0,-31.0,0.0,0.79,0.01,-0.01,0.0,0.87,0.01,-0.01,0.0,-0.09,0.02,-0.02,0.0,4.59,0.0,-0.01,0.0
1203,5945.0,23.0,-25.0,0.0,1.39,0.04,-0.04,0.0,1.11,0.02,-0.02,0.0,0.1,0.04,-0.04,0.0,4.2,0.02,-0.02,0.0
1204,5695.0,50.0,-50.0,0.0,0.95,0.03,-0.03,0.0,1.01,0.03,-0.03,0.0,0.14,0.04,-0.04,0.0,4.48,0.03,-0.03,0.0
1205,6154.0,60.0,-60.0,0.0,1.16,0.02,-0.02,0.0,1.19,0.03,-0.03,0.0,0.1,0.04,-0.04,0.0,4.38,0.02,-0.02,0.0
1206,4950.0,100.0,-100.0,0.0,0.74,0.03,-0.03,0.0,0.8,0.03,-0.03,0.0,0.07,0.06,-0.06,0.0,4.71,0.1,-0.1,0.0
1207,4950.0,100.0,-100.0,0.0,0.74,0.03,-0.03,0.0,0.8,0.03,-0.03,0.0,0.07,0.06,-0.06,0.0,4.71,0.1,-0.1,0.0
1208,4950.0,100.0,-100.0,0.0,0.74,0.03,-0.03,0.0,0.8,0.03,-0.03,0.0,0.07,0.06,-0.06,0.0,4.71,0.1,-0.1,0.0
1209,6099.0,110.0,-110.0,0.0,1.38,0.04,-0.04,0.0,1.23,0.05,-0.05,0.0,0.0,0.08,-0.08,0.0,4.27,0.12,-0.12,0.0
1210,5630.0,78.0,-78.0,0.0,1.59,0.16,-0.16,0.0,1.19,0.08,-0.08,0.0,0.34,0.04,-0.04,0.0,4.11,0.07,-0.07,0.0
1211,3420.0,18.0,-18.0,0.0,0.36,0.01,-0.01,0.0,0.4,0.01,-0.01,0.0,-0.1,0.1,-0.1,0.0,4.9,0.1,-0.1,0.0
1212,3420.0,18.0,-18.0,0.0,0.36,0.01,-0.01,0.0,0.4,0.01,-0.01,0.0,-0.1,0.1,-0.1,0.0,4.9,0.1,-0.1,0.0
1213,3420.0,18.0,-18.0,0.0,0.36,0.01,-0.01,0.0,0.4,0.01,-0.01,0.0,-0.1,0.1,-0.1,0.0,4.9,0.1,-0.1,0.0
1214,5625.0,60.0,-60.0,0.0,1.16,0.04,-0.04,0.0,1.07,0.06,-0.06,0.0,0.34,0.04,-0.04,0.0,4.29,0.05,-0.05,0.0
1215,5625.0,60.0,-60.0,0.0,1.16,0.04,-0.04,0.0,1.07,0.06,-0.06,0.0,0.34,0.04,-0.04,0.0,4.29,0.05,-0.05,0.0
1216,3810.0,17.0,-17.0,0.0,0.54,0.01,-0.01,0.0,0.58,0.01,-0.01,0.0,-0.1,0.1,-0.1,0.0,4.7,0.1,-0.1,0.0
1217,3810.0,17.0,-17.0,0.0,0.54,0.01,-0.01,0.0,0.58,0.01,-0.01,0.0,-0.1,0.1,-0.1,0.0,4.7,0.1,-0.1,0.0
1218,5262.0,43.0,-39.0,0.0,0.75,0.01,-0.01,0.0,0.71,0.01,-0.01,0.0,-0.44,0.04,-0.03,0.0,4.54,0.01,-0.01,0.0
1219,3459.0,65.0,-38.0,0.0,0.37,0.01,-0.01,0.0,0.38,0.01,-0.01,0.0,-0.01,0.16,-0.18,0.0,4.89,0.01,-0.01,0.0
1220,6570.0,269.0,-171.0,0.0,1.39,0.03,-0.03,0.0,1.29,0.04,-0.06,0.0,-0.03,0.18,-0.19,0.0,4.26,0.02,-0.03,0.0
1221,6570.0,269.0,-171.0,0.0,1.39,0.03,-0.03,0.0,1.29,0.04,-0.06,0.0,-0.03,0.18,-0.19,0.0,4.26,0.02,-0.03,0.0
1222,5677.0,38.0,-39.0,0.0,0.92,0.02,-0.01,0.0,0.86,0.02,-0.02,0.0,-0.29,0.03,-0.03,0.0,4.44,0.02,-0.02,0.0
